지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C)
185,고산,2022-03-28,10.1,7.1,13.3
185,고산,2022-03-29,12.8,8.3,17.9
185,고산,2022-03-30,16.6,12.2,21
185,고산,2022-03-31,9.9,8.5,13
185,고산,2022-04-01,10.8,8.4,14.1
185,고산,2022-04-02,9.5,7.9,11.6
185,고산,2022-04-03,9.2,5.9,11.6
185,고산,2022-04-04,11.5,8.4,15.4
185,고산,2022-04-05,12.3,9.2,15.3
185,고산,2022-04-06,12.9,10.7,18.3
185,고산,2022-04-07,11.9,10.3,16
185,고산,2022-04-08,14.9,9.6,19.8
185,고산,2022-04-09,15.8,11.8,19.8
185,고산,2022-04-10,18.5,12.5,22.4
185,고산,2022-04-11,19.9,18.3,22.6
185,고산,2022-04-12,18.3,16.8,20.8
185,고산,2022-04-13,18.2,14.4,24.4
185,고산,2022-04-14,15.3,13.3,19.1
185,고산,2022-04-15,13,11.3,15.3
185,고산,2022-04-16,12.3,10.4,15.4
185,고산,2022-04-17,12.9,10.2,16.2
185,고산,2022-04-18,14.1,12.1,16.8
185,고산,2022-04-19,14.3,13,16.5
185,고산,2022-04-20,15.3,11.9,18.8
185,고산,2022-04-21,14,11.5,18.4
185,고산,2022-04-22,15.9,11.5,19.1
185,고산,2022-04-23,17.6,16,21.3
185,고산,2022-04-24,17.5,14.7,20.6
185,고산,2022-04-25,19.8,15.4,24.4
185,고산,2022-04-26,16.5,13.8,19
185,고산,2022-04-27,15.5,12.3,20.7
185,고산,2022-04-28,17.9,13,22.2
185,고산,2022-04-29,12.9,10.9,17.3
185,고산,2022-04-30,14.9,12.5,18.9
185,고산,2022-05-01,13.4,11.7,16.1
185,고산,2022-05-02,15.9,12,20.4
185,고산,2022-05-03,14.8,10.2,18.4
185,고산,2022-05-04,15.3,11.2,19.1
185,고산,2022-05-05,19.3,13.2,24.3
185,고산,2022-05-06,20.1,16.5,25.8
185,고산,2022-05-07,18.4,15.4,23
185,고산,2022-05-08,17.9,14.1,23.3
185,고산,2022-05-09,17.5,15.6,22.2
185,고산,2022-05-10,17.7,13.3,22.2
185,고산,2022-05-11,19.1,17,21.9
185,고산,2022-05-12,18.8,16.7,23.2
185,고산,2022-05-13,16.8,13.9,19.4
185,고산,2022-05-14,15.6,14.5,18
185,고산,2022-05-15,15,14,17.5
185,고산,2022-05-16,16.8,13.3,22
185,고산,2022-05-17,17.8,15.1,21.5
185,고산,2022-05-18,18.7,15,21.7
185,고산,2022-05-19,19.3,16.4,23
185,고산,2022-05-20,20.2,17.6,25.2
185,고산,2022-05-21,17.7,14.9,20.3
185,고산,2022-05-22,18.2,14.4,23.1
185,고산,2022-05-23,20.2,17.2,24.8
185,고산,2022-05-24,19.8,17.8,22.8
185,고산,2022-05-25,19.9,17.6,23.7
185,고산,2022-05-26,17.6,15.9,19.8
185,고산,2022-05-27,19.6,15.3,23.5
185,고산,2022-05-28,19.5,17.2,22.1
185,고산,2022-05-29,19.9,17.8,22.1
185,고산,2022-05-30,19.6,17.9,23.5
185,고산,2022-05-31,19.5,17,24.3
185,고산,2022-06-01,19.7,16.8,23
185,고산,2022-06-02,19.9,17.6,23.5
185,고산,2022-06-03,21,17.6,24.2
185,고산,2022-06-04,22.3,18.3,27.5
185,고산,2022-06-05,19.5,17.2,23
185,고산,2022-06-06,19.4,17.6,22.1
185,고산,2022-06-07,20.3,17.8,23.9
185,고산,2022-06-08,20,17.2,25.2
185,고산,2022-06-09,20.5,16.3,25.7
185,고산,2022-06-10,21.5,17.9,24.7
185,고산,2022-06-11,20.4,17.5,24.1
185,고산,2022-06-12,20.9,17.3,25.5
185,고산,2022-06-13,20,18.9,22.3
185,고산,2022-06-14,20.8,19.1,24
185,고산,2022-06-15,21.1,19.1,23.5
185,고산,2022-06-16,21,18.9,25.1
185,고산,2022-06-17,22.4,19.9,25.1
185,고산,2022-06-18,22.8,20.9,25.4
185,고산,2022-06-19,23.4,21.3,28.3
185,고산,2022-06-20,22.5,20.9,24.9
185,고산,2022-06-21,21.8,19.9,24.6
185,고산,2022-06-22,23.7,19.8,28
185,고산,2022-06-23,23.8,23,25.5
185,고산,2022-06-24,23.3,22.4,24.4
185,고산,2022-06-25,24.1,22.2,26.1
185,고산,2022-06-26,24.6,23.3,26.2
185,고산,2022-06-27,24.8,24,26.2
185,고산,2022-06-28,25.3,24.2,26.5
185,고산,2022-06-29,25.7,24.7,27.4
185,고산,2022-06-30,26.3,25,28.4
185,고산,2022-07-01,26.7,24.5,29.1
185,고산,2022-07-02,26.4,22.7,30.8
185,고산,2022-07-03,27.6,25.1,32
185,고산,2022-07-04,26.8,24.9,31.3
185,고산,2022-07-05,27.1,24.9,29.3
185,고산,2022-07-06,28.1,26.1,30.4
185,고산,2022-07-07,27.8,26.6,29.9
185,고산,2022-07-08,27.6,26,32.4
185,고산,2022-07-09,26.6,25.2,28.7
185,고산,2022-07-10,27.2,24.6,30.1
185,고산,2022-07-11,25.9,23.1,28.6
185,고산,2022-07-12,27.6,24.7,30.9
185,고산,2022-07-13,27.6,26,29.6
185,고산,2022-07-14,27.5,25.6,31.7
185,고산,2022-07-15,25.2,23.6,26.8
185,고산,2022-07-16,25.8,23.5,28.9
185,고산,2022-07-17,27,25.4,29.4
185,고산,2022-07-18,27.2,25.3,28.4
185,고산,2022-07-19,26.1,24.1,28.9
185,고산,2022-07-20,26.6,24.2,29
185,고산,2022-07-21,26.4,24.5,29.3
185,고산,2022-07-22,26.1,23.7,30.1
185,고산,2022-07-23,27,23.6,29.6
185,고산,2022-07-24,26.4,23.7,30.5
185,고산,2022-07-25,25.4,23.3,28
185,고산,2022-07-26,26.2,22.3,30.5
185,고산,2022-07-27,27.6,24.8,31
185,고산,2022-07-28,28.7,25.3,32.4
185,고산,2022-07-29,29.5,26.6,34.3
185,고산,2022-07-30,27.2,25.3,29.9
185,고산,2022-07-31,27.2,25.6,29.4
185,고산,2022-08-01,27.6,25.9,31
185,고산,2022-08-02,27.5,25.7,29.5
185,고산,2022-08-03,28.3,26.1,30.5
185,고산,2022-08-04,29,27,31.2
185,고산,2022-08-05,29,28.1,30.7
185,고산,2022-08-06,29.2,28.1,31.2
185,고산,2022-08-07,29.4,28.3,31.5
185,고산,2022-08-08,29.4,28.4,31.1
185,고산,2022-08-09,29.2,28.1,31.1
185,고산,2022-08-10,29.3,28.3,31.8
185,고산,2022-08-11,29,28.2,30.7
185,고산,2022-08-12,28.6,27,31.3
185,고산,2022-08-13,29.2,27.3,31
185,고산,2022-08-14,29.2,28.1,31.4
185,고산,2022-08-15,29.2,28.3,31.1
185,고산,2022-08-16,28.6,27.2,29.7
185,고산,2022-08-17,26.1,24.7,28.2
185,고산,2022-08-18,26.7,24.3,29.6
185,고산,2022-08-19,28.9,27.3,30.8
185,고산,2022-08-20,27.9,26.3,29.9
185,고산,2022-08-21,26.7,25.6,28.9
185,고산,2022-08-22,27.7,24.8,30.6
185,고산,2022-08-23,28.9,25.7,31.4
185,고산,2022-08-24,25.6,23.4,28
185,고산,2022-08-25,26,22.9,29.7
185,고산,2022-08-26,25.1,24.1,28.2
185,고산,2022-08-27,24.7,22.6,28
185,고산,2022-08-28,24.3,20.8,28.3
185,고산,2022-08-29,25.3,20.1,30.1
185,고산,2022-08-30,28.2,24.9,32.1
185,고산,2022-08-31,24.7,23.7,27.5
185,고산,2022-09-01,24.4,23.2,26.2
185,고산,2022-09-02,23.2,21.7,24.9
185,고산,2022-09-03,26.5,23.6,29.5
185,고산,2022-09-04,25.6,22.3,29.4
185,고산,2022-09-05,26.1,23.5,27.5
185,고산,2022-09-06,22.5,20.9,25.3
185,고산,2022-09-07,23.3,20.7,25.7
185,고산,2022-09-08,23.6,20.9,26.5
185,고산,2022-09-09,23.6,20.8,27.4
185,고산,2022-09-10,24.7,20.6,30.4
185,고산,2022-09-11,25.6,23.1,29.3
185,고산,2022-09-12,24.5,22.4,26.6
185,고산,2022-09-13,24.3,23.4,25.3
185,고산,2022-09-14,26.9,23.8,31.1
185,고산,2022-09-15,27,25.8,29.4
185,고산,2022-09-16,27.5,26,30.2
185,고산,2022-09-17,26.5,24.4,30.4
185,고산,2022-09-18,24.9,23.8,26.9
185,고산,2022-09-19,23.1,21.1,24.7
185,고산,2022-09-20,22.4,20.6,26.8
185,고산,2022-09-21,21.3,17.6,25.6
185,고산,2022-09-22,21.7,17.6,25.5
185,고산,2022-09-23,21.4,19.1,24.7
185,고산,2022-09-24,20.3,18.9,21.7
185,고산,2022-09-25,22.4,18.3,27.1
185,고산,2022-09-26,22.2,19.8,25.1
185,고산,2022-09-27,21.8,19.3,24
185,고산,2022-09-28,23,20,25.8
185,고산,2022-09-29,22,19.9,25.3
185,고산,2022-09-30,22.2,18.8,25.5
185,고산,2022-10-01,22.5,19.5,26.3
185,고산,2022-10-02,24,19.7,27.6
185,고산,2022-10-03,25.3,23.5,27.7
185,고산,2022-10-04,20.6,17.9,24.7
185,고산,2022-10-05,17.9,16.8,19
185,고산,2022-10-06,18,16.3,20.2
185,고산,2022-10-07,17.1,15.6,18.6
185,고산,2022-10-08,18.5,15.5,20.8
185,고산,2022-10-09,17.8,15.8,20.3
185,고산,2022-10-10,16.3,15,18.8
185,고산,2022-10-11,16.2,15.2,17.6
185,고산,2022-10-12,17.4,13.9,19.5
185,고산,2022-10-13,18.9,16.2,21.8
185,고산,2022-10-14,18.6,15.7,22.2
185,고산,2022-10-15,19.8,15.3,23.2
185,고산,2022-10-16,20,18.5,23.5
185,고산,2022-10-17,16.1,14,19
185,고산,2022-10-18,14.2,13.4,15.2
185,고산,2022-10-19,14.6,13.4,15.9
185,고산,2022-10-20,16.1,12.6,19.6
185,고산,2022-10-21,19.8,14.8,24.5
185,고산,2022-10-22,19.8,17.7,23.6
185,고산,2022-10-23,16.7,15.1,18.1
185,고산,2022-10-24,14.8,13,16.6
185,고산,2022-10-25,14.1,10.7,17.3
185,고산,2022-10-26,17.9,14.1,24
185,고산,2022-10-27,16.7,15,19
185,고산,2022-10-28,16.4,14.8,18.6
185,고산,2022-10-29,18.1,12.7,23.2
185,고산,2022-10-30,17.7,13.3,21.6
185,고산,2022-10-31,17.5,14.6,20.7
185,고산,2022-11-01,16.9,14.4,19.1
185,고산,2022-11-02,16.2,13.8,18.9
185,고산,2022-11-03,16.1,13.6,17.8
185,고산,2022-11-04,12,10.9,15.1
185,고산,2022-11-05,12.5,11.1,14
185,고산,2022-11-06,12.6,9.2,15.5
185,고산,2022-11-07,14.4,11.4,17.6
185,고산,2022-11-08,15.7,12.9,19.6
185,고산,2022-11-09,18,15.2,22.3
185,고산,2022-11-10,18.9,14.1,24.2
185,고산,2022-11-11,20.3,17.7,24.3
185,고산,2022-11-12,21.3,19.3,24.2
185,고산,2022-11-13,14.5,12.6,20.8
185,고산,2022-11-14,13.4,12.5,15.8
185,고산,2022-11-15,12.8,10.9,15.6
185,고산,2022-11-16,14.6,10.3,19.6
185,고산,2022-11-17,14.7,12.1,18.2
185,고산,2022-11-18,17.1,14.7,23
185,고산,2022-11-19,18,14.7,22.8
185,고산,2022-11-20,15.4,13.8,17.7
185,고산,2022-11-21,16.8,12.8,20.4
185,고산,2022-11-22,16.2,13.9,18.3
185,고산,2022-11-23,14.6,12.7,15.4
185,고산,2022-11-24,13.9,11.9,15.7
185,고산,2022-11-25,16.6,11.1,20.8
185,고산,2022-11-26,15,12.1,17.4
185,고산,2022-11-27,15.7,9.9,19.1
185,고산,2022-11-28,20.6,17.6,23.9
185,고산,2022-11-29,13.4,8.2,20.1
185,고산,2022-11-30,5.8,4,8.7
185,고산,2022-12-01,5.3,4,6.5
185,고산,2022-12-02,7.1,4.6,10
185,고산,2022-12-03,11.1,8.1,15.2
185,고산,2022-12-04,7.7,6.3,10.6
185,고산,2022-12-05,5.8,4.6,6.8
185,고산,2022-12-06,9,4.7,12.7
185,고산,2022-12-07,10.5,6.3,13.1
185,고산,2022-12-08,10.4,7.2,14.6
185,고산,2022-12-09,12,10,14.9
185,고산,2022-12-10,11.4,9.9,14.2
185,고산,2022-12-11,8.8,6.8,10.8
185,고산,2022-12-12,8.9,4.9,11.3
185,고산,2022-12-13,9.5,7.2,12.4
185,고산,2022-12-14,4.8,3.1,7.3
185,고산,2022-12-15,7,4.5,10.8
185,고산,2022-12-16,6,4.3,10.6
185,고산,2022-12-17,3.6,.4,5.6
185,고산,2022-12-18,2.7,-.4,4.5
185,고산,2022-12-19,6.8,2.6,10.1
185,고산,2022-12-20,10,5.4,13.6
185,고산,2022-12-21,9.9,7.7,13.9
185,고산,2022-12-22,3.1,.5,7.9
185,고산,2022-12-23,2,-.3,3.5
185,고산,2022-12-24,4.3,1.7,5.6
185,고산,2022-12-25,6.5,4.9,8.3
185,고산,2022-12-26,7.2,5.7,8
185,고산,2022-12-27,7,6.2,7.6
185,고산,2022-12-28,6.9,5.9,8.2
185,고산,2022-12-29,6.5,5.4,8.1
185,고산,2022-12-30,6.9,5.6,8.8
185,고산,2022-12-31,6.9,6,9
188,성산,2022-01-01,3.9,0,8.5
188,성산,2022-01-02,6.3,-.5,11.8
188,성산,2022-01-03,5.8,2.7,9.7
188,성산,2022-01-04,5.8,3.1,9.5
188,성산,2022-01-05,5.5,3.7,6.4
188,성산,2022-01-06,6,3.6,8.7
188,성산,2022-01-07,5.9,2.2,11.1
188,성산,2022-01-08,6,3.7,9.6
188,성산,2022-01-09,6.3,1.1,9.6
188,성산,2022-01-10,6.9,3.6,11.2
188,성산,2022-01-11,2.6,.6,6.5
188,성산,2022-01-12,2.8,.9,5.5
188,성산,2022-01-13,2.8,.4,5.1
188,성산,2022-01-14,3.6,2.3,5.9
188,성산,2022-01-15,6,3.5,10.9
188,성산,2022-01-16,6.3,2.9,10.3
188,성산,2022-01-17,4.7,2.6,7.1
188,성산,2022-01-18,2.9,.1,6.4
188,성산,2022-01-19,4.4,.9,9.3
188,성산,2022-01-20,2,.1,4.6
188,성산,2022-01-21,7,.1,10.5
188,성산,2022-01-22,10.7,9.2,13.2
188,성산,2022-01-23,10.3,9.4,11.8
188,성산,2022-01-24,10.4,9.3,11.9
188,성산,2022-01-25,8.8,7.5,10.7
188,성산,2022-01-26,6.7,5,8.9
188,성산,2022-01-27,5.4,3.9,7
188,성산,2022-01-28,4.4,3.5,6.8
188,성산,2022-01-29,3.8,3.1,5.7
188,성산,2022-01-30,3.9,2,6.4
188,성산,2022-01-31,3.9,-.6,7.8
188,성산,2022-02-01,5.2,.7,8.3
188,성산,2022-02-02,4.1,2.1,7.1
188,성산,2022-02-03,3.9,1.9,6.8
188,성산,2022-02-04,3.6,.4,7.9
188,성산,2022-02-05,1.2,-.2,3.2
188,성산,2022-02-06,3,.1,6.4
188,성산,2022-02-07,3.3,-.8,5.3
188,성산,2022-02-08,4.4,1.4,7.6
188,성산,2022-02-09,5.9,1,10.2
188,성산,2022-02-10,5.4,3.6,8.5
188,성산,2022-02-11,6.7,2.3,10.9
188,성산,2022-02-12,9.7,6.1,12.2
188,성산,2022-02-13,10.3,8.1,11.7
188,성산,2022-02-14,9.2,5.5,12.3
188,성산,2022-02-15,3.4,.9,7.1
188,성산,2022-02-16,1.2,-.1,4
188,성산,2022-02-17,.1,-1.2,2
188,성산,2022-02-18,6.7,-.2,9.8
188,성산,2022-02-19,4.8,1.9,7
188,성산,2022-02-20,.8,-1.5,2.7
188,성산,2022-02-21,2.9,-2.6,7.5
188,성산,2022-02-22,3.2,-1,5.7
188,성산,2022-02-23,1.2,-.6,3.1
188,성산,2022-02-24,2.7,-1,6.5
188,성산,2022-02-25,4.9,-1.5,11.6
188,성산,2022-02-26,8,.3,13.8
188,성산,2022-02-27,7.2,3.1,12.8
188,성산,2022-02-28,9.1,.7,13.9
188,성산,2022-03-01,11.1,6.1,15.3
188,성산,2022-03-02,5.5,1.6,9.2
188,성산,2022-03-03,8.8,1.1,14.9
188,성산,2022-03-04,11.1,4.1,16.3
188,성산,2022-03-05,8.3,4.7,11.8
188,성산,2022-03-06,5.3,2.8,8.7
188,성산,2022-03-07,7.2,3.4,11.6
188,성산,2022-03-08,8.5,.3,16
188,성산,2022-03-09,10.8,3.5,17.7
188,성산,2022-03-10,12.2,4.6,18.2
188,성산,2022-03-11,16,11.8,20.6
188,성산,2022-03-12,16.8,9.5,22
188,성산,2022-03-13,16.1,14,17.5
188,성산,2022-03-14,14.3,11,17.7
188,성산,2022-03-15,11.7,6.7,19.1
188,성산,2022-03-16,13.4,6.6,18.9
188,성산,2022-03-17,13.1,11.1,16.3
188,성산,2022-03-18,10.6,8.9,11.9
188,성산,2022-03-19,7.2,5.3,9.6
188,성산,2022-03-20,7.7,5.2,10.3
188,성산,2022-03-21,8.9,5.3,12.3
188,성산,2022-03-22,8.8,6.1,11.8
188,성산,2022-03-23,8.7,5.1,12.8
188,성산,2022-03-24,10.8,5.5,15.2
188,성산,2022-03-25,16.3,9.8,17.9
188,성산,2022-03-26,12.6,9.2,17.6
188,성산,2022-03-27,12.6,7.5,18.7
188,성산,2022-03-28,10.7,6.4,13.7
188,성산,2022-03-29,12.3,8,16.3
188,성산,2022-03-30,16.4,10,19.8
188,성산,2022-03-31,11.8,8.7,15.9
188,성산,2022-04-01,11.1,8,14.2
188,성산,2022-04-02,9.9,6.7,14.8
188,성산,2022-04-03,10.4,5.9,15.8
188,성산,2022-04-04,11.8,6.3,17.7
188,성산,2022-04-05,11.7,3.9,17.5
188,성산,2022-04-06,12.7,6.2,18
188,성산,2022-04-07,14,7.3,19.1
188,성산,2022-04-08,14.4,7.5,20.1
188,성산,2022-04-09,16.8,11.3,22
188,성산,2022-04-10,18.2,12.9,23.4
188,성산,2022-04-11,19.5,17.3,21.9
188,성산,2022-04-12,18.9,16.3,22.7
188,성산,2022-04-13,17.9,14.3,22
188,성산,2022-04-14,14.1,12.9,14.6
188,성산,2022-04-15,13.3,10.5,16.5
188,성산,2022-04-16,12.8,9.5,16.6
188,성산,2022-04-17,15,10.3,20.5
188,성산,2022-04-18,16,12.7,20.4
188,성산,2022-04-19,17.1,10.5,22.7
188,성산,2022-04-20,15.5,7.9,20.8
188,성산,2022-04-21,13,10.5,15.6
188,성산,2022-04-22,17.2,10.1,22.2
188,성산,2022-04-23,17.2,15.5,19
188,성산,2022-04-24,17.6,14.8,21.8
188,성산,2022-04-25,18.8,13.6,22.5
188,성산,2022-04-26,18.6,15.5,21.1
188,성산,2022-04-27,17.6,14.3,22.5
188,성산,2022-04-28,17,13.5,19.8
188,성산,2022-04-29,13.5,10.9,17.4
188,성산,2022-04-30,14.8,12.5,17.9
188,성산,2022-05-01,14,11,17.7
188,성산,2022-05-02,16.3,10.4,22.4
188,성산,2022-05-03,14.4,8.7,18.8
188,성산,2022-05-04,16.2,12.1,20.8
188,성산,2022-05-05,17.2,10.1,22.2
188,성산,2022-05-06,19.3,15.1,23
188,성산,2022-05-07,19.8,15.6,25.2
188,성산,2022-05-08,17.6,14.3,19.7
188,성산,2022-05-09,17.2,15.1,19.5
188,성산,2022-05-10,17.7,15.9,19.8
188,성산,2022-05-11,18,17.4,18.8
188,성산,2022-05-12,18.5,16.9,20.5
188,성산,2022-05-13,17.3,15.3,19.5
188,성산,2022-05-14,16.5,14,21.6
188,성산,2022-05-15,15.5,13.5,19
188,성산,2022-05-16,17,12.7,22.5
188,성산,2022-05-17,17.7,9.6,23.6
188,성산,2022-05-18,18.5,11,24.3
188,성산,2022-05-19,18.4,13.5,22.4
188,성산,2022-05-20,19.7,15.4,24.1
188,성산,2022-05-21,20.6,14.2,26
188,성산,2022-05-22,21,14.6,25.7
188,성산,2022-05-23,20.4,15.3,25.8
188,성산,2022-05-24,21.9,16.5,27.8
188,성산,2022-05-25,21.1,16.6,27.8
188,성산,2022-05-26,19.6,14.8,25.6
188,성산,2022-05-27,20.7,11.1,29.9
188,성산,2022-05-28,20.7,14.1,28.6
188,성산,2022-05-29,19.7,16.3,23.2
188,성산,2022-05-30,20.2,18.4,22.6
188,성산,2022-05-31,20.9,15.6,27.2
188,성산,2022-06-01,19.3,13.5,24.1
188,성산,2022-06-02,19.8,14.6,25.2
188,성산,2022-06-03,20.2,15.2,23.8
188,성산,2022-06-04,21.4,19,24
188,성산,2022-06-05,18.8,16.7,20.9
188,성산,2022-06-06,20.2,16.5,24.1
188,성산,2022-06-07,19.9,16.6,22.4
188,성산,2022-06-08,20,18.1,22.6
188,성산,2022-06-09,20.4,18.3,23.1
188,성산,2022-06-10,20.5,17.3,22.9
188,성산,2022-06-11,20.1,17.6,23
188,성산,2022-06-12,21,18.8,23
188,성산,2022-06-13,20.1,19.6,21.2
188,성산,2022-06-14,19.1,18.8,19.7
188,성산,2022-06-15,22,18.6,26.1
188,성산,2022-06-16,21.7,19.1,24.8
188,성산,2022-06-17,22,20.5,25.2
188,성산,2022-06-18,23.1,20.1,27.4
188,성산,2022-06-19,23.7,21.4,26.3
188,성산,2022-06-20,23.1,21.4,24.9
188,성산,2022-06-21,23.9,21.5,27.3
188,성산,2022-06-22,23.7,20.7,26.7
188,성산,2022-06-23,24.2,22.8,25.8
188,성산,2022-06-24,24.2,22.2,27.8
188,성산,2022-06-25,24.6,21.9,28.8
188,성산,2022-06-26,24.5,23.4,26.6
188,성산,2022-06-27,24.4,22.9,27.5
188,성산,2022-06-28,24.6,23.6,26.2
188,성산,2022-06-29,25.2,23.6,26.9
188,성산,2022-06-30,25.8,23.9,28.5
188,성산,2022-07-01,25.9,24.1,29
188,성산,2022-07-02,26.2,22.7,29
188,성산,2022-07-03,26.1,24.1,30.1
188,성산,2022-07-04,26.5,25.3,28.8
188,성산,2022-07-05,27.1,24.8,30.1
188,성산,2022-07-06,27.7,26.2,29.9
188,성산,2022-07-07,27.7,25.8,30.1
188,성산,2022-07-08,27.4,25.2,31.3
188,성산,2022-07-09,27.1,23.5,30.9
188,성산,2022-07-10,27.2,22.6,30.7
188,성산,2022-07-11,25.9,23.8,28.7
188,성산,2022-07-12,27,24.2,30.3
188,성산,2022-07-13,27.6,26.2,30.3
188,성산,2022-07-14,28,24.7,31.9
188,성산,2022-07-15,25.9,24.4,27.9
188,성산,2022-07-16,26.6,23,30.3
188,성산,2022-07-17,26.4,23.7,30.2
188,성산,2022-07-18,27.5,24.8,28.9
188,성산,2022-07-19,26.8,23.3,30.6
188,성산,2022-07-20,26.2,22.3,29.4
188,성산,2022-07-21,27.3,23.4,33.1
188,성산,2022-07-22,26,22.6,30.2
188,성산,2022-07-23,26.5,22.2,30.2
188,성산,2022-07-24,26.8,23.7,30.4
188,성산,2022-07-25,25.8,22.6,29.5
188,성산,2022-07-26,25.8,21.1,29.3
188,성산,2022-07-27,26.6,23.6,29
188,성산,2022-07-28,28.4,26.1,31.3
188,성산,2022-07-29,28,26.4,30.9
188,성산,2022-07-30,27.2,25.8,28.3
188,성산,2022-07-31,26.9,26.1,27.5
188,성산,2022-08-01,27.3,25.8,30
188,성산,2022-08-02,28,26.1,30.6
188,성산,2022-08-03,28.6,26.8,31.3
188,성산,2022-08-04,28.2,25.9,32.7
188,성산,2022-08-05,28.9,26.6,32.6
188,성산,2022-08-06,29.2,25,33.5
188,성산,2022-08-07,29.9,27.1,33.3
188,성산,2022-08-08,29.7,27.6,32.7
188,성산,2022-08-09,29.5,26.6,33
188,성산,2022-08-10,29.3,27.2,32.8
188,성산,2022-08-11,29.4,27.8,31.3
188,성산,2022-08-12,29,27,32.2
188,성산,2022-08-13,29.5,25.4,33.4
188,성산,2022-08-14,29.9,28.1,33.4
188,성산,2022-08-15,30.3,28.4,33.5
188,성산,2022-08-16,29.6,27.9,32.1
188,성산,2022-08-17,25.4,24.3,28.4
188,성산,2022-08-18,26.2,23.1,29.8
188,성산,2022-08-19,29,24.2,32.8
188,성산,2022-08-20,28.4,26.3,30.4
188,성산,2022-08-21,26.6,23.8,29.7
188,성산,2022-08-22,27.4,24,30.1
188,성산,2022-08-23,28.7,23.6,32.7
188,성산,2022-08-24,26.2,22.1,29.8
188,성산,2022-08-25,25.3,21.4,30.1
188,성산,2022-08-26,24.5,21.8,27.9
188,성산,2022-08-27,24,20,29.1
188,성산,2022-08-28,24.5,19.5,28.5
188,성산,2022-08-29,25.8,21.6,28.5
188,성산,2022-08-30,28,24.2,32.7
188,성산,2022-08-31,24.8,23,27.8
188,성산,2022-09-01,24.2,22.5,26.2
188,성산,2022-09-02,23.5,21.3,25.5
188,성산,2022-09-03,26.3,25,27.5
188,성산,2022-09-04,26,23,29.5
188,성산,2022-09-05,26.3,24.8,27.5
188,성산,2022-09-06,22.8,20.1,26.5
188,성산,2022-09-07,23.8,18.3,28.6
188,성산,2022-09-08,23.2,20.5,26.7
188,성산,2022-09-09,23.7,20.3,25.8
188,성산,2022-09-10,24.5,23.5,26.5
188,성산,2022-09-11,24.6,23.2,26.9
188,성산,2022-09-12,24.5,23.4,25.3
188,성산,2022-09-13,24.7,24.3,25.2
188,성산,2022-09-14,25.4,25,26.4
188,성산,2022-09-15,26.1,25.4,27.4
188,성산,2022-09-16,26.6,24.7,29.1
188,성산,2022-09-17,25.5,24.4,27.7
188,성산,2022-09-18,27.5,25.2,30.7
188,성산,2022-09-19,24.8,21,27.7
188,성산,2022-09-20,22.1,20.6,24.7
188,성산,2022-09-21,21.9,20.8,24
188,성산,2022-09-22,21.8,20.1,24.9
188,성산,2022-09-23,21.5,18,25.7
188,성산,2022-09-24,19.8,17.3,22.8
188,성산,2022-09-25,21.5,18.6,25.6
188,성산,2022-09-26,22.1,18.6,25.9
188,성산,2022-09-27,21.9,18.9,26.2
188,성산,2022-09-28,22.6,19.8,25
188,성산,2022-09-29,21.8,17.3,26.6
188,성산,2022-09-30,21.3,16.1,26.6
188,성산,2022-10-01,21.4,15.7,26.6
188,성산,2022-10-02,23.4,17.2,27.2
188,성산,2022-10-03,25.7,23.7,29.1
188,성산,2022-10-04,21.9,17.5,26.4
188,성산,2022-10-05,18.2,15.8,21.2
188,성산,2022-10-06,17,15.2,20.3
188,성산,2022-10-07,16.7,13.9,19.7
188,성산,2022-10-08,18.6,15,20.4
188,성산,2022-10-09,19,15.6,21.4
188,성산,2022-10-10,15.1,12.9,17.8
188,성산,2022-10-11,15.3,11.6,18.4
188,성산,2022-10-12,17.9,11.7,20.5
188,성산,2022-10-13,20.3,18.5,22
188,성산,2022-10-14,19.2,17,22.1
188,성산,2022-10-15,19.7,17.1,22.4
188,성산,2022-10-16,19.9,17.5,22.5
188,성산,2022-10-17,15.6,12.6,18.2
188,성산,2022-10-18,13.3,11.4,16.3
188,성산,2022-10-19,13.7,11.3,17.1
188,성산,2022-10-20,16,11.7,20.3
188,성산,2022-10-21,18.7,13.5,23.2
188,성산,2022-10-22,19.7,16.6,23.9
188,성산,2022-10-23,16.3,13.2,19.6
188,성산,2022-10-24,13.7,10.9,16.9
188,성산,2022-10-25,14.1,9.1,17.3
188,성산,2022-10-26,17.8,15,21.2
188,성산,2022-10-27,16,12.8,20.2
188,성산,2022-10-28,16.3,12,20.7
188,성산,2022-10-29,19.1,15.6,21.8
188,성산,2022-10-30,18.4,16.5,20.2
188,성산,2022-10-31,17.3,14.9,19.4
188,성산,2022-11-01,16.4,14,20.3
188,성산,2022-11-02,15.3,11.9,19.9
188,성산,2022-11-03,15.6,10,21.4
188,성산,2022-11-04,11.5,9.7,14.1
188,성산,2022-11-05,11.2,9,14.3
188,성산,2022-11-06,11.2,7.1,15.8
188,성산,2022-11-07,12.4,7.7,17.6
188,성산,2022-11-08,13.8,8.3,20.5
188,성산,2022-11-09,15.8,9.9,22
188,성산,2022-11-10,18.1,13.2,21.9
188,성산,2022-11-11,21,17.9,23.1
188,성산,2022-11-12,21.2,19.7,23
188,성산,2022-11-13,14.5,11.5,21.2
188,성산,2022-11-14,12.8,10.5,16
