"congress","icpsr","st_code","cd","st_name","party_code","mc_name","dim_1","dim_2","dim_1_se","dim_2_se","dim_1_2_corr,","log_lik","num_votes","num_class_err","geo_mean_prob","year1"
113,20300,41,1,"ALABAMA",200,"BONNER",0.453,0.563,0.0602,0.1642,-0.1113,-46.10772,354,16,0.878,2013
113,21376,41,1,"ALABAMA",200,"BYRNE",0.681,0.615,0.0969,0.2387,-0.5338,-37.08072,457,15,0.922,2013
113,21192,41,2,"ALABAMA",200,"ROBY",0.435,0.717,0.0291,0.2205,-0.1707,-88.85371,1016,31,0.916,2013
113,20301,41,3,"ALABAMA",200,"ROGERS",0.472,0.612,0.0706,0.1292,-0.1152,-143.10289,1002,66,0.867,2013
113,29701,41,4,"ALABAMA",200,"ADERHOLT",0.454,0.568,0.0575,0.1733,-0.2237,-92.16084,939,40,0.907,2013
113,21193,41,5,"ALABAMA",200,"BROOKS",0.827,0.107,0.1636,0.0908,-0.013,-220.57651,1011,80,0.804,2013
113,29301,41,6,"ALABAMA",200,"BACHUS",0.575,0.391,0.1294,0.0921,-0.1656,-131.52049,996,68,0.876,2013
113,21102,41,7,"ALABAMA",100,"SEWELL",-0.321,0.427,0.0775,0.1069,-0.72,-195.29013,1004,89,0.823,2013
113,14066,81,1,"ALASKA",200,"YOUNG",0.511,0.427,0.0986,0.1721,-0.1402,-273.60168,948,100,0.749,2013
113,20902,61,1,"ARIZONA",100,"KIRKPATRIC",-0.186,0.79,0.0771,0.144,-0.5815,-313.54514,937,140,0.716,2013
113,21199,61,2,"ARIZONA",100,"BARBER",-0.088,0.125,0.0754,0.129,-0.394,-290.07535,992,128,0.746,2013
113,20305,61,3,"ARIZONA",100,"GRIJALVA",-0.577,-0.269,0.1112,0.1933,-0.3796,-117.50604,950,39,0.884,2013
113,21103,61,4,"ARIZONA",200,"GOSAR",0.807,0.079,0.1641,0.089,-0.0698,-196.27719,878,78,0.8,2013
113,29500,61,5,"ARIZONA",200,"SALMON",0.854,-0.033,0.1192,0.0819,-0.221,-180.20589,988,83,0.833,2013
113,21105,61,6,"ARIZONA",200,"SCHWEIKERT",0.892,0.077,0.1472,0.0987,-0.1842,-134.40118,989,56,0.873,2013
113,29101,61,7,"ARIZONA",100,"PASTOR",-0.417,0.141,0.1032,0.1431,-0.4368,-156.56114,915,82,0.843,2013
113,20304,61,8,"ARIZONA",200,"FRANKS",0.855,0.31,0.2119,0.111,0.1129,-99.78008,973,32,0.903,2013
113,21300,61,9,"ARIZONA",100,"SINEMA",-0.11,0.251,0.1084,0.2217,-0.4951,-268.47601,990,106,0.762,2013
113,21106,42,1,"ARKANSA",200,"CRAWFORD",0.477,0.48,0.0726,0.1322,-0.1581,-116.75456,948,44,0.884,2013
113,21107,42,2,"ARKANSA",200,"GRIFFIN",0.69,-0.053,0.1854,0.0764,-0.4412,-119.38353,1002,56,0.888,2013
113,21108,42,3,"ARKANSA",200,"WOMACK",0.441,0.603,0.047,0.198,-0.1207,-83.32857,1021,35,0.922,2013
113,21301,42,4,"ARKANSA",200,"COTTON",0.904,-0.217,0.2115,0.1698,0.2903,-131.06944,1011,52,0.878,2013
113,21302,71,1,"CALIFOR",200,"LAMALFA",0.748,0.434,0.1173,0.1524,-0.3564,-96.63954,998,43,0.908,2013
113,21303,71,2,"CALIFOR",100,"HUFFMAN",-0.461,-0.447,0.1493,0.1353,-0.4425,-118.39521,998,54,0.888,2013
113,20958,71,3,"CALIFOR",100,"GARAMENDI",-0.332,0.027,0.0853,0.0867,-0.56,-245.40598,998,107,0.782,2013
113,20903,71,4,"CALIFOR",200,"MCCLINTOCK",0.998,0.057,0.2816,0.0895,0.1244,-190.72401,1012,96,0.828,2013
113,29901,71,5,"CALIFOR",100,"THOMPSON",-0.407,0.202,0.0891,0.1518,-0.476,-160.43776,1008,89,0.853,2013
113,20538,71,6,"CALIFOR",100,"MATSUI",-0.438,-0.288,0.1143,0.0852,-0.3752,-118.41482,1000,55,0.888,2013
113,21304,71,7,"CALIFOR",100,"BERA",-0.203,0.165,0.1243,0.187,-0.5735,-186.35672,1017,71,0.833,2013
113,21305,71,8,"CALIFOR",200,"COOK",0.632,0.34,0.1246,0.134,-0.3411,-122.56836,1013,53,0.886,2013
113,20702,71,9,"CALIFOR",100,"MCNERNEY",-0.252,0.261,0.0718,0.109,-0.577,-200.57156,1005,77,0.819,2013
113,21109,71,10,"CALIFOR",200,"DENHAM",0.661,-0.079,0.1858,0.0659,-0.3857,-163.51279,1010,75,0.851,2013
113,14256,71,11,"CALIFOR",100,"MILLER",-0.616,-0.104,0.1045,0.1685,-0.12,-140.4576,941,74,0.861,2013
113,15448,71,12,"CALIFOR",100,"PELOSI",-0.388,-0.292,0.1243,0.06,-0.2797,-106.19669,923,52,0.891,2013
113,29778,71,13,"CALIFOR",100,"LEE",-0.652,-0.681,0.1634,0.12,0.168,-97.62209,999,37,0.907,2013
113,20762,71,14,"CALIFOR",100,"SPEIER",-0.468,-0.073,0.0957,0.1323,-0.3874,-118.33292,960,46,0.884,2013
113,21306,71,15,"CALIFOR",100,"SWALWELL",-0.367,0.023,0.1208,0.181,-0.5266,-168.9203,1016,82,0.847,2013
113,20501,71,16,"CALIFOR",100,"COSTA",-0.166,0.919,0.0888,0.0828,-0.4986,-417.61209,975,211,0.652,2013
113,20103,71,17,"CALIFOR",100,"HONDA",-0.533,-0.592,0.1311,0.0726,-0.1532,-102.01364,944,41,0.898,2013
113,29312,71,18,"CALIFOR",100,"ESHOO",-0.38,-0.502,0.1356,0.0934,-0.2768,-120.33306,999,59,0.887,2013
113,29504,71,19,"CALIFOR",100,"LOFGREN",-0.412,-0.528,0.1303,0.083,-0.219,-186.09485,1008,95,0.831,2013
113,29313,71,20,"CALIFOR",100,"FARR",-0.471,-0.288,0.1276,0.0824,-0.3224,-136.30037,985,62,0.871,2013
113,21307,71,21,"CALIFOR",200,"VALADAO",0.588,-0.242,0.1644,0.1099,-0.3417,-158.35384,1015,68,0.856,2013
113,20307,71,22,"CALIFOR",200,"NUNES",0.693,0.362,0.139,0.085,-0.2176,-118.65282,992,53,0.887,2013
113,20703,71,23,"CALIFOR",200,"MCCARTHY",0.668,0.246,0.1324,0.0875,-0.2333,-103.20374,1020,40,0.904,2013
113,29774,71,24,"CALIFOR",100,"CAPPS",-0.428,-0.278,0.1155,0.0615,-0.2325,-140.49748,1014,65,0.871,2013
113,29315,71,25,"CALIFOR",200,"MCKEON",0.593,0.335,0.1357,0.069,-0.0377,-122.98273,983,57,0.882,2013
113,21308,71,26,"CALIFOR",100,"BROWNLEY",-0.269,0.306,0.1149,0.2065,-0.5844,-175.25298,1018,75,0.842,2013
113,20955,71,27,"CALIFOR",100,"CHU",-0.502,-0.377,0.1098,0.0974,-0.31,-99.95545,979,49,0.903,2013
113,20104,71,28,"CALIFOR",100,"SCHIFF",-0.357,-0.123,0.0975,0.0746,-0.4578,-103.13342,1009,34,0.903,2013
113,21309,71,29,"CALIFOR",100,"CARDENAS",-0.354,0.284,0.0993,0.1992,-0.5458,-169.66721,975,64,0.84,2013
113,29707,71,30,"CALIFOR",100,"SHERMAN",-0.379,-0.169,0.1182,0.0633,-0.4027,-163.37071,1012,72,0.851,2013
113,29905,71,31,"CALIFOR",200,"MILLER",0.61,0.443,0.1164,0.1219,-0.3597,-68.87126,674,29,0.903,2013
113,29903,71,32,"CALIFOR",100,"NAPOLITA",-0.506,-0.264,0.1139,0.1149,-0.3659,-112.82879,981,55,0.891,2013
113,14280,71,33,"CALIFOR",100,"WAXMAN",-0.434,-0.423,0.1342,0.0394,-0.1764,-110.63219,954,58,0.891,2013
113,29316,71,34,"CALIFOR",100,"BECERRA",-0.446,-0.301,0.12,0.0734,-0.3159,-93.21728,983,43,0.91,2013
113,21310,71,35,"CALIFOR",100,"NEGRETE MC",-0.407,0.117,0.1186,0.2076,-0.6434,-133.88863,856,65,0.855,2013
113,21311,71,36,"CALIFOR",100,"RUIZ",-0.206,0.424,0.1165,0.2211,-0.5788,-269.42062,990,123,0.762,2013
113,21110,71,37,"CALIFOR",100,"BASS",-0.513,-0.297,0.1104,0.1366,-0.3277,-92.39378,900,37,0.902,2013
113,20310,71,38,"CALIFOR",100,"SANCHEZ",-0.49,-0.328,0.118,0.1134,-0.3866,-133.46498,991,49,0.874,2013
113,29321,71,39,"CALIFOR",200,"ROYCE",0.905,0.116,0.1519,0.1428,-0.1366,-132.06122,1002,50,0.877,2013
113,29317,71,40,"CALIFOR",100,"ROYBAL-A",-0.398,-0.324,0.124,0.0461,-0.3236,-104.33418,999,46,0.901,2013
113,21312,71,41,"CALIFOR",100,"TAKANO",-0.502,0.232,0.0868,0.2408,-0.5374,-124.56475,1018,57,0.885,2013
113,29323,71,42,"CALIFOR",200,"CALVERT",0.551,0.41,0.1089,0.1,-0.0082,-85.7961,1010,36,0.919,2013
113,29106,71,43,"CALIFOR",100,"WATERS",-0.554,-0.025,0.0826,0.1495,-0.1898,-120.48861,961,48,0.882,2013
113,21195,71,44,"CALIFOR",100,"HAHN",-0.452,-0.16,0.0996,0.1142,-0.3748,-117.14024,1016,49,0.891,2013
113,20539,71,45,"CALIFOR",200,"CAMPBELL",1.039,-0.054,0.3134,0.1289,-0.1708,-120.167,577,54,0.812,2013
113,29709,71,46,"CALIFOR",100,"SANCHEZ",-0.358,0.088,0.0965,0.121,-0.4012,-205.66324,966,91,0.808,2013
113,21313,71,47,"CALIFOR",100,"LOWENTHAL",-0.511,-0.046,0.1188,0.2374,-0.4336,-94.79819,1009,37,0.91,2013
113,15621,71,48,"CALIFOR",200,"ROHRABAC",1.033,-0.206,0.1659,0.1382,-0.3364,-249.62813,986,120,0.776,2013
113,20107,71,49,"CALIFOR",200,"ISSA",0.809,0.243,0.1433,0.076,-0.1672,-127.7565,1010,48,0.881,2013
113,20963,71,50,"CALIFOR",200,"HUNTER",0.732,0.215,0.142,0.0724,-0.1823,-130.68422,960,55,0.873,2013
113,21314,71,51,"CALIFOR",100,"VARGAS",-0.37,0.44,0.0975,0.2235,-0.6404,-149.06947,999,63,0.861,2013
113,21315,71,52,"CALIFOR",100,"PETERS",-0.154,0,0.1139,0.1646,-0.4679,-287.62305,1012,130,0.753,2013
113,20108,71,53,"CALIFOR",100,"DAVIS",-0.346,-0.075,0.0928,0.076,-0.4697,-117.71181,1001,38,0.889,2013
113,29710,62,1,"COLORAD",100,"DEGETTE",-0.395,-0.344,0.1205,0.0526,-0.3284,-98.07771,962,46,0.903,2013
113,20904,62,2,"COLORAD",100,"POLIS",-0.339,-0.26,0.1055,0.0593,-0.381,-330.79141,923,116,0.699,2013
113,21111,62,3,"COLORAD",200,"TIPTON",0.749,-0.202,0.1968,0.0893,-0.4221,-148.90048,993,69,0.861,2013
113,21112,62,4,"COLORAD",200,"GARDNER",0.779,-0.141,0.1988,0.1017,-0.318,-146.21925,999,73,0.864,2013
113,20704,62,5,"COLORAD",200,"LAMBORN",0.853,0.38,0.112,0.0697,-0.0191,-116.36031,1015,42,0.892,2013
113,20906,62,6,"COLORAD",200,"COFFMAN",0.827,-0.169,0.1797,0.1162,-0.4212,-167.50568,1016,78,0.848,2013
113,20705,62,7,"COLORAD",100,"PERLMUTTER",-0.279,0.418,0.0709,0.1189,-0.602,-227.774,967,92,0.79,2013
113,29908,1,1,"CONNECT",100,"LARSON",-0.402,-0.066,0.1051,0.1064,-0.4717,-135.90694,1003,52,0.873,2013
113,20706,1,2,"CONNECT",100,"COURTNEY",-0.329,0.15,0.0809,0.1017,-0.5324,-150.97328,1000,80,0.86,2013
113,29109,1,3,"CONNECT",100,"DELAURO",-0.435,-0.101,0.1208,0.1204,-0.2287,-107.03413,986,37,0.897,2013
113,20907,1,4,"CONNECT",100,"HIMES",-0.254,0.063,0.0806,0.0924,-0.5285,-200.78651,1003,85,0.819,2013
113,21316,1,5,"CONNECT",100,"ESTY",-0.313,0.179,0.1168,0.2076,-0.5091,-146.42998,1007,64,0.865,2013
113,21113,11,1,"DELAWAR",100,"CARNEY",-0.252,0.025,0.0849,0.1005,-0.5667,-165.64557,962,56,0.842,2013
113,20110,43,1,"FLORIDA",200,"MILLER",0.872,-0.014,0.1732,0.0983,-0.1656,-129.08824,971,61,0.876,2013
113,21114,43,2,"FLORIDA",200,"SOUTHERLA",0.82,-0.007,0.1782,0.0964,-0.1629,-120.83411,1009,53,0.887,2013
113,21317,43,3,"FLORIDA",200,"YOHO",0.956,0.12,0.1987,0.1288,0.152,-186.46336,1013,91,0.832,2013
113,20111,43,4,"FLORIDA",200,"CRENSHAW",0.457,0.446,0.0738,0.1829,-0.1796,-105.91683,999,42,0.899,2013
113,29328,43,5,"FLORIDA",100,"BROWN",-0.36,0.129,0.0961,0.1185,-0.4983,-134.41818,974,45,0.871,2013
113,21318,43,6,"FLORIDA",200,"DESANTIS",0.923,-0.067,0.1852,0.1657,0.2405,-128.3062,1019,65,0.882,2013
113,29331,43,7,"FLORIDA",200,"MICA",0.699,0.323,0.1391,0.0796,-0.1218,-130.63004,1020,49,0.88,2013
113,20909,43,8,"FLORIDA",200,"POSEY",0.774,-0.095,0.1752,0.0889,-0.4189,-278.20761,1016,115,0.76,2013
113,20908,43,9,"FLORIDA",100,"GRAYSON",-0.421,0.096,0.0917,0.1649,-0.5367,-195.74399,994,68,0.821,2013
113,21116,43,10,"FLORIDA",200,"WEBSTER",0.701,0.112,0.1693,0.0749,-0.1287,-131.02863,985,55,0.875,2013
113,21115,43,11,"FLORIDA",200,"NUGENT",0.767,-0.029,0.1845,0.0862,-0.2767,-144.84311,1002,77,0.865,2013
113,20758,43,12,"FLORIDA",200,"BILIRAKI",0.617,0.09,0.1461,0.084,-0.4363,-140.52417,1004,62,0.869,2013
113,13047,43,13,"FLORIDA",200,"YOUNG",0.52,0.193,0.1127,0.1326,-0.1959,-58.95005,313,26,0.828,2013
113,21401,43,13,"FLORIDA",200,"JOLLY",0.341,0.449,0.0378,0.294,-0.1888,-64.91862,382,25,0.844,2013
113,20708,43,14,"FLORIDA",100,"CASTOR",-0.4,-0.029,0.1023,0.0962,-0.3123,-118.93464,970,62,0.885,2013
113,21117,43,15,"FLORIDA",200,"ROSS",0.776,0.239,0.1471,0.0917,-0.1052,-121.6146,1012,46,0.887,2013
113,20709,43,16,"FLORIDA",200,"BUCHANAN",0.632,-0.1,0.1729,0.0699,-0.4758,-155.93126,989,69,0.854,2013
113,20910,43,17,"FLORIDA",200,"ROONEY",0.752,-0.025,0.1761,0.084,-0.4082,-201.11546,1009,88,0.819,2013
113,21319,43,18,"FLORIDA",100,"MURPHY",-0.139,0.306,0.1106,0.2084,-0.466,-275.91559,1010,120,0.761,2013
113,21320,43,19,"FLORIDA",200,"RADEL",0.949,-0.315,0.3105,0.1399,0.3634,-79.62897,502,40,0.853,2013
113,21377,43,19,"FLORIDA",200,"CLAWSON",0.95,-0.289,0.3006,0.2335,0.3089,-23.42459,172,14,0.873,2013
113,29337,43,20,"FLORIDA",100,"HASTINGS",-0.482,0.101,0.0905,0.1222,-0.4468,-109.58221,917,50,0.887,2013
113,20959,43,21,"FLORIDA",100,"DEUTCH",-0.411,-0.058,0.1001,0.1005,-0.4918,-116.18666,997,41,0.89,2013
113,21321,43,22,"FLORIDA",100,"FRANKEL",-0.42,0.144,0.1177,0.1959,-0.6103,-118.34328,998,50,0.888,2013
113,20504,43,23,"FLORIDA",100,"WASSERMA",-0.363,0.036,0.0922,0.1118,-0.6092,-163.66185,956,66,0.843,2013
113,21118,43,24,"FLORIDA",100,"WILSON",-0.431,-0.04,0.0949,0.126,-0.3988,-100.41879,1000,29,0.904,2013
113,20316,43,25,"FLORIDA",200,"DIAZ-BAL",0.328,0.309,0.0335,0.1152,-0.1898,-122.53394,962,42,0.88,2013
113,21322,43,26,"FLORIDA",100,"GARCIA",-0.187,0.195,0.122,0.182,-0.5117,-236.10478,984,115,0.787,2013
113,15634,43,27,"FLORIDA",200,"ROS-LEHT",0.511,0.096,0.1393,0.0862,-0.1252,-147.99287,955,70,0.856,2013
113,29338,44,1,"GEORGIA",200,"KINGSTON",0.787,0.629,0.0803,0.092,-0.0353,-112.95507,897,48,0.882,2013
113,29339,44,2,"GEORGIA",100,"BISHOP",-0.235,0.768,0.0932,0.1581,-0.4464,-272.84256,967,130,0.754,2013
113,20506,44,3,"GEORGIA",200,"WESTMORE",0.859,0.319,0.1265,0.0786,-0.1131,-150.33987,966,67,0.856,2013
113,20712,44,4,"GEORGIA",100,"JOHNSON",-0.425,-0.011,0.0931,0.1224,-0.3809,-149.67708,964,64,0.856,2013
113,15431,44,5,"GEORGIA",100,"LEWIS",-0.554,-0.257,0.1076,0.1391,-0.1914,-101.00704,893,45,0.893,2013
113,20505,44,6,"GEORGIA",200,"PRICE",0.925,-0.099,0.1721,0.1651,-0.1622,-116.53502,1011,45,0.891,2013
113,21122,44,7,"GEORGIA",200,"WOODALL",0.976,-0.217,0.2801,0.1041,0.1116,-159.0694,1006,63,0.854,2013
113,21123,44,8,"GEORGIA",200,"SCOTT",0.786,0.287,0.1341,0.0834,-0.1198,-104.80741,1010,38,0.901,2013
113,21323,44,9,"GEORGIA",200,"COLLINS",0.893,-0.113,0.1818,0.1699,0.1254,-122.375,976,53,0.882,2013
113,20753,44,10,"GEORGIA",200,"BROUN",0.987,0.161,0.2818,0.0703,-0.1225,-439.53052,998,145,0.644,2013
113,20319,44,11,"GEORGIA",200,"GINGREY",0.827,0.121,0.1492,0.0814,-0.1607,-128.48329,932,51,0.871,2013
113,20507,44,12,"GEORGIA",100,"BARROW",-0.143,0.993,0.0871,0.0947,-0.4648,-361.00385,1020,146,0.702,2013
113,20321,44,13,"GEORGIA",100,"SCOTT",-0.365,0.256,0.0859,0.1141,-0.5763,-215.86819,982,76,0.803,2013
113,20962,44,14,"GEORGIA",200,"GRAVES",0.999,0.053,0.273,0.0861,0.1064,-148.51491,1009,88,0.863,2013
113,21124,82,1,"HAWAII",100,"HANABUSA",-0.351,0.035,0.0965,0.0981,-0.517,-117.61632,901,43,0.878,2013
113,21324,82,2,"HAWAII",100,"GABBARD",-0.286,0.184,0.1275,0.1806,-0.5424,-208.89436,984,85,0.809,2013
113,21125,63,1,"IDAHO",200,"LABRADOR",0.999,0.046,0.2821,0.0829,-0.0117,-215.4366,984,94,0.803,2013
113,29910,63,2,"IDAHO",200,"SIMPSON",0.399,0.5,0.0457,0.2207,-0.2041,-87.45945,1000,32,0.916,2013
113,29346,21,1,"ILLINOI",100,"RUSH",-0.406,-0.288,0.1314,0.0647,-0.3221,-99.58677,624,41,0.852,2013
113,21371,21,2,"ILLINOI",100,"KELLY",-0.427,0.1,0.1097,0.2097,-0.5474,-101.44088,932,40,0.897,2013
113,20508,21,3,"ILLINOI",100,"LIPINSKI",-0.206,0.461,0.08,0.1311,-0.5528,-273.33978,997,123,0.76,2013
113,29348,21,4,"ILLINOI",100,"GUTIERRE",-0.485,-0.242,0.1244,0.1142,-0.3592,-102.70962,878,43,0.89,2013
113,20954,21,5,"ILLINOI",100,"QUIGLEY",-0.334,-0.333,0.1011,0.0593,-0.4097,-123.51962,997,52,0.883,2013
113,20715,21,6,"ILLINOI",200,"ROSKAM",0.687,0.085,0.1495,0.0817,-0.3568,-110.78101,1009,46,0.896,2013
113,29717,21,7,"ILLINOI",100,"DAVIS",-0.458,-0.317,0.1207,0.0623,-0.2543,-122.11578,961,59,0.881,2013
113,21325,21,8,"ILLINOI",100,"DUCKWORTH",-0.263,0.106,0.1209,0.1728,-0.5683,-209.76332,965,97,0.805,2013
113,29911,21,9,"ILLINOI",100,"SCHAKOWS",-0.597,-0.275,0.1075,0.1986,-0.2037,-87.39947,1005,43,0.917,2013
113,21326,21,10,"ILLINOI",100,"SCHNEIDER",-0.184,-0.024,0.1185,0.1507,-0.5529,-176.00224,999,60,0.838,2013
113,20749,21,11,"ILLINOI",100,"FOSTER",-0.244,0.63,0.0653,0.1378,-0.599,-242.96957,1012,112,0.787,2013
113,21327,21,12,"ILLINOI",100,"ENYART",-0.252,0.538,0.1131,0.1877,-0.6458,-232.78586,997,86,0.792,2013
113,21328,21,13,"ILLINOI",200,"DAVIS",0.711,-0.413,0.2147,0.1039,-0.33,-165.20869,999,73,0.848,2013
113,21129,21,14,"ILLINOI",200,"HULTGREN",0.766,0.051,0.1729,0.0882,-0.2739,-117.27963,1014,46,0.891,2013
113,29718,21,15,"ILLINOI",200,"SHIMKUS",0.624,0.222,0.1488,0.0917,-0.2197,-148.04503,966,56,0.858,2013
113,21128,21,16,"ILLINOI",200,"KINZINGER",0.607,-0.083,0.1774,0.0589,-0.2905,-140.10382,1013,72,0.871,2013
113,21329,21,17,"ILLINOI",100,"BUSTOS",-0.201,0.353,0.1103,0.2009,-0.6013,-198.07971,1000,75,0.82,2013
113,20914,21,18,"ILLINOI",200,"SCHOCK",0.543,0.129,0.1273,0.0707,-0.3681,-121.67152,979,53,0.883,2013
113,15124,22,1,"INDIANA",100,"VISCLOSK",-0.411,0.568,0.0824,0.0752,-0.4542,-207.01422,993,103,0.812,2013
113,21330,22,2,"INDIANA",200,"WALORSKI",0.594,0.368,0.1089,0.1395,-0.3239,-109.9405,1018,51,0.898,2013
113,21100,22,3,"INDIANA",200,"STUTZMAN",0.945,0.18,0.1847,0.0741,-0.1167,-127.55698,996,50,0.88,2013
113,21131,22,4,"INDIANA",200,"ROKITA",0.843,0.176,0.1507,0.0916,-0.2095,-100.34689,974,37,0.902,2013
113,21331,22,5,"INDIANA",200,"BROOKS",0.634,0.222,0.1355,0.1226,-0.3965,-97.94408,1016,36,0.908,2013
113,21332,22,6,"INDIANA",200,"MESSER",0.792,0.133,0.157,0.1293,-0.291,-107.15031,1006,37,0.899,2013
113,20757,22,7,"INDIANA",100,"CARSON",-0.394,0.132,0.0836,0.1223,-0.4858,-177.06026,1007,75,0.839,2013
113,21132,22,8,"INDIANA",200,"BUCSHON",0.619,0.22,0.1352,0.0742,-0.1887,-105.7663,1013,52,0.901,2013
113,21133,22,9,"INDIANA",200,"YOUNG",0.71,0.28,0.1315,0.0918,-0.176,-113.65331,1012,53,0.894,2013
113,20719,31,1,"IOWA",100,"BRALEY",-0.308,-0.031,0.0833,0.0743,-0.4383,-221.40616,1001,104,0.802,2013
113,20720,31,2,"IOWA",100,"LOEBSACK",-0.272,0.216,0.0746,0.1055,-0.6706,-195.35185,1013,90,0.825,2013
113,29522,31,3,"IOWA",200,"LATHAM",0.496,0.186,0.1176,0.1129,-0.2012,-152.98363,1012,62,0.86,2013
113,20325,31,4,"IOWA",200,"KING",0.728,0.488,0.108,0.096,-0.1976,-133.39796,989,57,0.874,2013
113,21134,32,1,"KANSAS",200,"HUELSKAMP",0.996,-0.092,0.2839,0.0588,0.2233,-219.37459,1004,104,0.804,2013
113,20915,32,2,"KANSAS",200,"JENKINS",0.822,-0.106,0.1826,0.1067,-0.4211,-134.33093,1019,57,0.876,2013
113,21135,32,3,"KANSAS",200,"YODER",0.848,-0.108,0.187,0.1228,-0.2906,-124.03066,1014,51,0.885,2013
113,21136,32,4,"KANSAS",200,"POMPEO",0.837,0.383,0.1286,0.0876,-0.0492,-85.36327,950,29,0.914,2013
113,29525,51,1,"KENTUCK",200,"WHITFIEL",0.528,0.324,0.1123,0.1184,-0.2016,-139.65561,983,56,0.868,2013
113,20916,51,2,"KENTUCK",200,"GUTHRIE",0.555,0.323,0.1098,0.1025,-0.2526,-104.8453,1013,46,0.902,2013
113,20723,51,3,"KENTUCK",100,"YARMUTH",-0.382,-0.068,0.0906,0.0794,-0.4331,-125.07317,985,47,0.881,2013
113,31102,51,4,"KENTUCK",200,"MASSIE",0.999,0.049,0.2809,0.1818,0.4436,-404.6889,1018,142,0.672,2013
113,14854,51,5,"KENTUCK",200,"ROGERS",0.513,0.581,0.0658,0.1929,-0.0873,-92.25597,991,38,0.911,2013
113,21333,51,6,"KENTUCK",200,"BARR",0.72,0.014,0.1694,0.1266,-0.253,-118.56214,1016,56,0.89,2013
113,20759,45,1,"LOUISIA",200,"SCALISE",0.784,0.197,0.1431,0.0743,-0.2888,-90.44197,1005,32,0.914,2013
113,21137,45,2,"LOUISIA",100,"RICHMOND",-0.409,0.441,0.0644,0.1259,-0.5916,-179.72578,883,79,0.816,2013
113,20514,45,3,"LOUISIA",200,"BOUSTANY",0.694,0.322,0.152,0.0723,-0.1988,-115.7043,1016,49,0.892,2013
113,20918,45,4,"LOUISIA",200,"FLEMING",0.814,0.084,0.1589,0.0799,-0.2093,-132.79163,1021,62,0.878,2013
113,90327,45,5,"LOUISIA",200,"ALEXANDER",0.473,0.423,0.0805,0.0774,-0.2343,-49.04527,405,19,0.886,2013
113,21374,45,5,"LOUISIA",200,"MCALLISTER",0.636,0.242,0.136,0.1776,-0.4317,-61.27509,469,21,0.878,2013
113,20919,45,6,"LOUISIA",200,"CASSIDY",0.728,-0.019,0.1672,0.0806,-0.382,-145.74548,979,54,0.862,2013
113,20920,2,1,"MAINE",100,"PINGREE",-0.475,-0.224,0.1119,0.1281,-0.3711,-124.05029,995,57,0.883,2013
113,20328,2,2,"MAINE",100,"MICHAUD",-0.298,0.268,0.0925,0.1313,-0.5986,-202.87984,1017,83,0.819,2013
113,21139,52,1,"MARYLAN",200,"HARRIS",0.878,-0.099,0.1706,0.1274,-0.1994,-159.61662,1012,76,0.854,2013
113,20329,52,2,"MARYLAN",100,"RUPPERSBE",-0.281,0.179,0.0885,0.1197,-0.5577,-177.5789,973,73,0.833,2013
113,20724,52,3,"MARYLAN",100,"SARBANES",-0.419,-0.209,0.1,0.0724,-0.2572,-114.03473,998,54,0.892,2013
113,20763,52,4,"MARYLAN",100,"EDWARDS",-0.562,-0.57,0.1308,0.0732,-0.3517,-94.43269,983,42,0.908,2013
113,14873,52,5,"MARYLAN",100,"HOYER",-0.311,0.034,0.1051,0.0969,-0.4206,-164.72905,969,79,0.844,2013
113,21334,52,6,"MARYLAN",100,"DELANEY",-0.281,0.234,0.1126,0.1873,-0.6167,-179.88724,996,78,0.835,2013
113,29587,52,7,"MARYLAN",100,"CUMMINGS",-0.425,-0.198,0.1116,0.0789,-0.3384,-105.36731,1003,43,0.9,2013
113,20330,52,8,"MARYLAN",100,"VAN HOLLE",-0.381,-0.239,0.1065,0.0693,-0.3911,-120.29266,1010,57,0.888,2013
113,15616,3,1,"MASSACH",100,"NEAL",-0.444,-0.097,0.1132,0.1252,-0.4006,-107.85801,968,56,0.895,2013
113,29729,3,2,"MASSACH",100,"MCGOVERN",-0.555,-0.275,0.1268,0.1689,-0.2343,-90.73248,1001,42,0.913,2013
113,20754,3,3,"MASSACH",100,"TSONGAS",-0.413,-0.128,0.1034,0.0755,-0.4214,-124.71088,987,56,0.881,2013
113,21335,3,4,"MASSACH",100,"KENNEDY",-0.446,-0.006,0.1153,0.2009,-0.5885,-109.42428,1010,37,0.897,2013
113,14435,3,5,"MASSACH",100,"MARKEY",-0.53,-0.354,0.1239,0.0492,-0.386,-21.95129,135,8,0.85,2013
113,21375,3,5,"MASSACH",100,"CLARK",-0.545,-0.266,0.1368,0.2483,-0.5537,-33.34826,470,14,0.932,2013
113,29730,3,6,"MASSACH",100,"TIERNEY",-0.458,-0.342,0.122,0.0788,-0.3156,-159.11276,998,71,0.853,2013
113,29919,3,7,"MASSACH",100,"CAPUANO",-0.529,0.003,0.0848,0.1773,-0.3675,-132.71347,968,64,0.872,2013
113,20119,3,8,"MASSACH",100,"LYNCH",-0.351,0.163,0.1054,0.1958,-0.4751,-193.86279,945,91,0.815,2013
113,21140,3,9,"MASSACH",100,"KEATING",-0.357,-0.12,0.1061,0.0872,-0.5424,-161.34122,998,72,0.851,2013
113,21141,23,1,"MICHIGA",200,"BENISHEK",0.88,-0.323,0.206,0.1497,-0.0361,-167.34659,990,79,0.844,2013
