"프레임.인덱스","차량.ID","위도","경도","East..TM.좌표.","North..TM.좌표.","차선","차선변경여부"
6570,"127",36.41488438,127.2996608,226876.3313,424123.1277,3,0
6571,"127",36.4148708,127.2996641,226876.6322,424121.6218,3,0
6572,"127",36.41485723,127.2996674,226876.9324,424120.1159,3,0
6573,"127",36.41484364,127.2996707,226877.2327,424118.6116,3,0
6574,"127",36.41483011,127.299674,226877.5337,424117.11,3,0
6575,"127",36.41481661,127.2996773,226877.8368,424115.6123,3,0
6576,"127",36.41480313,127.2996807,226878.1423,424114.1168,3,0
6577,"127",36.41478965,127.2996841,226878.4393,424112.6696,3,0
6578,"127",36.41477746,127.2996871,226878.7357,424111.2263,3,0
6579,"127",36.41476408,127.2996904,226879.0318,424109.7871,3,0
6580,"127",36.41475072,127.2996938,226879.3383,424108.3058,3,0
6581,"127",36.41473739,127.2996972,226879.6478,424106.8258,3,0
6582,"127",36.41472405,127.2997006,226879.9598,424105.3469,3,0
6583,"127",36.41471071,127.2997041,226880.2731,424103.8684,3,0
6584,"127",36.41469739,127.2997075,226880.5746,424102.4457,3,0
6585,"127",36.41468556,127.2997106,226880.8871,424100.9698,3,0
6586,"127",36.41467079,127.2997144,226881.1894,424099.5483,3,0
6587,"127",36.41465893,127.2997175,226881.5052,424098.0713,3,0
6588,"127",36.4146456,127.299721,226881.8111,424096.6453,3,0
6589,"127",36.41463221,127.2997245,226882.1303,424095.1612,3,0
6590,"127",36.41461879,127.299728,226882.4506,424093.6713,3,0
6591,"127",36.4146053,127.2997315,226882.7722,424092.1794,3,0
6592,"127",36.41459185,127.2997351,226883.0939,424090.6896,3,0
6593,"127",36.41457848,127.2997386,226883.4172,424089.1996,3,0
6594,"127",36.41456499,127.2997422,226883.7443,424087.7053,3,0
6595,"127",36.41455142,127.2997459,226884.0659,424086.2499,3,0
6596,"127",36.41453911,127.2997492,226884.3883,424084.7923,3,0
6597,"127",36.41452555,127.2997528,226884.7107,424083.3371,3,0
6598,"127",36.41451206,127.2997565,226885.0407,424081.8363,3,0
6599,"127",36.41449851,127.2997601,226885.372,424080.3299,3,0
6600,"127",36.4144848,127.2997638,226885.7061,424078.8123,3,0
6601,"127",36.414471,127.2997675,226886.0437,424077.2898,3,0
6602,"127",36.41445732,127.2997712,226886.381,424075.774,3,0
6603,"127",36.41444379,127.2997749,226886.7174,424074.2671,3,0
6604,"127",36.41443023,127.2997786,226887.0437,424072.816,3,0
6605,"127",36.41441806,127.299782,226887.3863,424071.3032,3,0
6606,"127",36.41440287,127.2997862,226887.7298,424069.7861,3,0
6607,"127",36.41438919,127.2997899,226888.0717,424068.2693,3,0
6608,"127",36.41437703,127.2997933,226888.4129,424066.7551,3,0
6609,"127",36.4143619,127.2997974,226888.7414,424065.2987,3,0
6610,"127",36.41434979,127.2998008,226889.0838,424063.7927,3,0
6611,"127",36.41433628,127.2998046,226889.4141,424062.3456,3,0
6612,"127",36.41432275,127.2998083,226889.7567,424060.8457,3,0
6613,"127",36.41430921,127.2998121,226890.0975,424059.3465,3,0
6614,"127",36.41429572,127.2998158,226890.4366,424057.8522,3,0
6615,"127",36.41428233,127.2998195,226890.7749,424056.3619,3,0
6616,"127",36.41426889,127.2998232,226891.1111,424054.8724,3,0
6617,"127",36.41425543,127.2998269,226891.4503,424053.3727,3,0
6618,"127",36.41424175,127.2998307,226891.7912,424051.8665,3,0
6619,"127",36.41422814,127.2998345,226892.1471,424050.311,3,0
6620,"127",36.41421334,127.2998386,226892.4996,424048.7678,3,0
6621,"127",36.41420001,127.2998424,226892.8539,424047.2281,3,0
6622,"127",36.41418649,127.2998462,226893.1879,424045.7882,3,0
6623,"127",36.41417439,127.2998497,226893.5284,424044.3393,3,0
6624,"127",36.4141608,127.2998536,226893.8711,424042.8876,3,0
6625,"127",36.41414721,127.2998575,226894.227,424041.3815,3,0
6626,"127",36.41413364,127.2998614,226894.5719,424039.9185,3,0
6627,"127",36.41412122,127.299865,226894.9176,424038.4532,3,0
6628,"127",36.41410757,127.2998689,226895.2631,424036.9847,3,0
6629,"127",36.41409392,127.2998728,226895.6209,424035.4697,3,0
6630,"127",36.41408024,127.2998768,226895.9809,424033.9541,3,0
6631,"127",36.41406656,127.2998808,226896.3302,424032.492,3,0
6632,"127",36.41405436,127.2998844,226896.6813,424031.0275,3,0
6633,"127",36.41404061,127.2998884,226897.033,424029.56,3,0
6634,"127",36.41402686,127.2998924,226897.4114,424027.9795,3,0
6635,"127",36.4140116,127.2998968,226897.7894,424026.3983,3,0
6636,"127",36.41399784,127.2999009,226898.168,424024.8169,3,0
6637,"127",36.41398407,127.2999049,226898.5347,424023.2911,3,0
6638,"127",36.41397032,127.299909,226898.903,424021.7664,3,0
6639,"127",36.41395659,127.299913,226899.2722,424020.2431,3,0
6640,"127",36.41394286,127.2999171,226899.6417,424018.7214,3,0
6641,"127",36.41392915,127.2999212,226900.0114,424017.2013,3,0
6642,"127",36.41391546,127.2999252,226900.3809,424015.6839,3,0
6643,"127",36.41390181,127.2999293,226900.7615,424014.125,3,0
6644,"127",36.41388697,127.2999337,226901.1426,424012.5696,3,0
6645,"127",36.41387338,127.2999378,226901.5243,424011.0173,3,0
6646,"127",36.41385981,127.2999419,226901.909,424009.4596,3,0
6647,"127",36.41384483,127.2999464,226902.294,424007.9061,3,0
6648,"127",36.41383135,127.2999505,226902.6796,424006.3571,3,0
6649,"127",36.4138179,127.2999546,226903.0636,424004.8199,3,0
6650,"127",36.41380324,127.2999591,226903.4623,424003.2279,3,0
6651,"127",36.41378828,127.2999637,226903.8621,424001.6361,3,0
6652,"127",36.41377483,127.2999678,226904.2624,424000.0444,3,0
6653,"127",36.41376017,127.2999723,226904.6495,423998.5099,3,0
6654,"127",36.41374676,127.2999765,226905.0369,423996.9764,3,0
6655,"127",36.41373334,127.2999806,226905.4275,423995.4328,3,0
6656,"127",36.41371841,127.2999852,226905.8302,423993.8427,3,0
6657,"127",36.41370373,127.2999898,226906.234,423992.2493,3,0
6658,"127",36.41369023,127.299994,226906.64,423990.6537,3,0
6659,"127",36.41367524,127.2999987,226907.0365,423989.1024,3,0
6660,"127",36.41366176,127.3000029,226907.4464,423987.5074,3,0
6661,"127",36.41364707,127.3000075,226907.8438,423985.9672,3,0
6662,"127",36.41363357,127.3000118,226908.243,423984.4244,3,0
6663,"127",36.41362002,127.3000161,226908.647,423982.8687,3,0
6664,"127",36.41360498,127.3000209,226909.0529,423981.3109,3,0
6665,"127",36.41359142,127.3000252,226909.4718,423979.7086,3,0
6666,"127",36.41357667,127.3000299,226909.8768,423978.1624,3,0
6667,"127",36.41356315,127.3000343,226910.2963,423976.5637,3,0
6668,"127",36.41354816,127.3000391,226910.7037,423975.0106,3,0
6669,"127",36.41353464,127.3000434,226911.1228,423973.4121,3,0
6670,"127",36.4135199,127.3000481,226911.5415,423971.8134,3,0
6671,"127",36.41350491,127.3000529,226911.9602,423970.2164,3,0
6672,"127",36.41349143,127.3000572,226912.3787,423968.6228,3,0
6673,"127",36.41347678,127.3000619,226912.7826,423967.0869,3,0
6674,"127",36.41346335,127.3000663,226913.1856,423965.5552,3,0
6675,"127",36.41344999,127.3000705,226913.5759,423964.0718,3,0
6676,"127",36.41343664,127.3000748,226913.9794,423962.5386,3,0
6677,"127",36.41342187,127.3000796,226914.3813,423961.0084,3,0
6678,"127",36.41340859,127.3000838,226914.7938,423959.4363,3,0
6679,"127",36.41339411,127.3000885,226915.2046,423957.8652,3,0
6680,"127",36.41337936,127.3000932,226915.6277,423956.2505,3,0
6681,"127",36.4133649,127.3000978,226916.0404,423954.6807,3,0
6682,"127",36.41335163,127.3001021,226916.4543,423953.113,3,0
6683,"127",36.41333694,127.3001069,226916.857,423951.5927,3,0
6684,"127",36.41332376,127.3001111,226917.2709,423950.0318,3,0
6685,"127",36.4133094,127.3001158,226917.6712,423948.5257,3,0
6686,"127",36.4132962,127.3001201,226918.0731,423947.0185,3,0
6687,"127",36.41328298,127.3001244,226918.4794,423945.5011,3,0
6688,"127",36.41326834,127.3001292,226918.8872,423943.9846,3,0
6689,"127",36.41325516,127.3001336,226919.2963,423942.4692,3,0
6690,"127",36.41324197,127.3001379,226919.7039,423940.9611,3,0
6691,"127",36.41322754,127.3001427,226920.1122,423939.45,3,0
6692,"127",36.41321428,127.3001471,226920.5202,423937.9378,3,0
6693,"127",36.41320106,127.3001514,226920.9165,423936.471,3,0
6694,"127",36.41318785,127.3001558,226921.3151,423935.0042,3,0
6695,"127",36.41317459,127.3001602,226921.7168,423933.5354,3,0
6696,"127",36.41316132,127.3001647,226922.1208,423932.0651,3,0
6697,"127",36.41314807,127.3001692,226922.5242,423930.596,3,0
6698,"127",36.41313484,127.3001736,226922.9413,423929.0734,3,0
6699,"127",36.41312012,127.3001785,226923.358,423927.5508,3,0
6700,"127",36.41310687,127.3001829,226923.7746,423926.0283,3,0
6701,"127",36.41309364,127.3001874,226924.1768,423924.5625,3,0
6702,"127",36.41308045,127.3001918,226924.5801,423923.0987,3,0
6703,"127",36.41306726,127.3001963,226924.9853,423921.6355,3,0
6704,"127",36.41305405,127.3002008,226925.3916,423920.1708,3,0
6705,"127",36.41304082,127.3002052,226925.7972,423918.7061,3,0
6706,"127",36.41302763,127.3002097,226926.2029,423917.2422,3,0
6707,"127",36.41301444,127.3002142,226926.6082,423915.7804,3,0
6708,"127",36.41300127,127.3002186,226927.0146,423914.3198,3,0
6709,"127",36.41298811,127.3002231,226927.4206,423912.8607,3,0
6710,"127",36.41297496,127.3002276,226927.8276,423911.4025,3,0
6711,"127",36.41296181,127.3002321,226928.2346,423909.9452,3,0
6712,"127",36.41294868,127.3002366,226928.6266,423908.5424,3,0
6713,"127",36.41293701,127.3002406,226929.0197,423907.1411,3,0
6714,"127",36.4129239,127.3002451,226929.4132,423905.7396,3,0
6715,"127",36.41291075,127.3002496,226929.8221,423904.2871,3,0
6716,"127",36.4128977,127.3002541,226930.2306,423902.8371,3,0
6717,"127",36.41288466,127.3002586,226930.6286,423901.4329,3,0
6718,"127",36.41287276,127.3002628,226931.0281,423900.0281,3,0
6719,"127",36.41285969,127.3002673,226931.4275,423898.6235,3,0
6720,"127",36.41284665,127.3002718,226931.8378,423897.1768,3,0
6721,"127",36.41283361,127.3002763,226932.2478,423895.7328,3,0
6722,"127",36.41282062,127.3002809,226932.6593,423894.2891,3,0
6723,"127",36.41280759,127.3002854,226933.0728,423892.8468,3,0
6724,"127",36.41279458,127.30029,226933.4877,423891.405,3,0
6725,"127",36.41278161,127.3002946,226933.9036,423889.9646,3,0
6726,"127",36.41276861,127.3002992,226934.3207,423888.5233,3,0
6727,"127",36.41275558,127.3003038,226934.7391,423887.0818,3,0
6728,"127",36.4127426,127.3003085,226935.1583,423885.6404,3,0
6729,"127",36.41272961,127.3003131,226935.5782,423884.2017,3,0
6730,"127",36.41271665,127.3003177,226935.999,423882.7647,3,0
6731,"127",36.41270372,127.3003224,226936.4206,423881.3304,3,0
6732,"127",36.4126908,127.300327,226936.8443,423879.8968,3,0
6733,"127",36.41267786,127.3003317,226937.2697,423878.4635,3,0
6734,"127",36.41266493,127.3003365,226937.6976,423877.0301,3,0
6735,"127",36.41265201,127.3003412,226938.14,423875.5561,3,0
6736,"127",36.41263798,127.3003464,226938.583,423874.0849,3,0
6737,"127",36.41262512,127.3003511,226939.0264,423872.617,3,0
6738,"127",36.41261229,127.3003559,226939.4578,423871.1933,3,0
6739,"127",36.41259945,127.3003607,226939.891,423869.7696,3,0
6740,"127",36.41258659,127.3003655,226940.3259,423868.3454,3,0
6741,"127",36.41257375,127.3003703,226940.7766,423866.8684,3,0
6742,"127",36.41255948,127.3003756,226941.2269,423865.3925,3,0
6743,"127",36.41254665,127.3003804,226941.6755,423863.9186,3,0
6744,"127",36.41253387,127.3003851,226942.1082,423862.4985,3,0
6745,"127",36.41252105,127.3003899,226942.5412,423861.0788,3,0
6746,"127",36.41250823,127.3003947,226942.9753,423859.6583,3,0
6747,"127",36.41249543,127.3003995,226943.4095,423858.2384,3,0
6748,"127",36.41248263,127.3004043,226943.8415,423856.8194,3,0
6749,"127",36.41246984,127.300409,226944.2732,423855.4023,3,0
6750,"127",36.41245708,127.3004138,226944.7048,423853.986,3,0
6751,"127",36.4124443,127.3004186,226945.151,423852.5278,3,0
6752,"127",36.41243038,127.3004238,226945.5845,423851.111,3,0
6753,"127",36.41241874,127.3004281,226946.0171,423849.6949,3,0
6754,"127",36.41240598,127.3004329,226946.4366,423848.322,3,0
6755,"127",36.41239323,127.3004377,226946.8689,423846.9077,3,0
6756,"127",36.41238047,127.3004424,226947.3147,423845.4514,3,0
6757,"127",36.41236657,127.3004477,226947.7604,423843.996,3,0
6758,"127",36.41235384,127.3004524,226948.2054,423842.5415,3,0
6759,"127",36.41234111,127.3004572,226948.6371,423841.1298,3,0
6760,"127",36.41232837,127.300462,226949.0699,423839.7169,3,0
6761,"127",36.41231561,127.3004668,226949.5043,423838.3041,3,0
6762,"127",36.41230288,127.3004716,226949.9397,423836.8932,3,0
6763,"127",36.41229019,127.3004764,226950.3744,423835.4835,3,0
6764,"127",36.41227746,127.3004812,226950.8094,423834.073,3,0
6765,"127",36.41226471,127.300486,226951.2438,423832.6608,3,0
6766,"127",36.41225198,127.3004908,226951.6796,423831.2492,3,0
6767,"127",36.41223926,127.3004956,226952.1167,423829.8387,3,0
6768,"127",36.41222654,127.3005004,226952.5724,423828.3765,3,0
6769,"127",36.41221241,127.3005058,226953.0279,423826.9133,3,0
6770,"127",36.41219967,127.3005107,226953.4955,423825.4102,3,0
6771,"127",36.41218587,127.3005159,226953.9344,423823.9962,3,0
6772,"127",36.41217414,127.3005204,226954.3918,423822.5277,3,0
6773,"127",36.41215993,127.3005258,226954.8383,423821.0977,3,0
6774,"127",36.41214717,127.3005307,226955.299,423819.6299,3,0
6775,"127",36.41213442,127.3005356,226955.7424,423818.2174,3,0
6776,"127",36.4121217,127.3005405,226956.1857,423816.8057,3,0
6777,"127",36.41210897,127.3005454,226956.6277,423815.3925,3,0
6778,"127",36.41209618,127.3005503,226957.072,423813.9789,3,0
6779,"127",36.41208345,127.3005552,226957.5169,423812.5661,3,0
6780,"127",36.41207074,127.3005601,226957.9481,423811.2057,3,0
6781,"127",36.41205936,127.3005645,226958.3806,423809.8408,3,0
6782,"127",36.41204651,127.3005695,226958.8158,423808.4706,3,0
6783,"127",36.41203366,127.3005745,226959.2535,423807.0937,3,0
6784,"127",36.4120221,127.300579,226959.6916,423805.7185,3,0
6785,"127",36.4120093,127.300584,226960.1303,423804.3447,3,0
6786,"127",36.41199648,127.3005891,226960.5712,423802.9698,3,0
6787,"127",36.4119849,127.3005936,226961.0145,423801.5919,3,0
6788,"127",36.41197201,127.3005987,226961.4427,423800.2654,3,0
6789,"127",36.41196058,127.3006033,226961.8877,423798.8911,3,0
6790,"127",36.41194771,127.3006084,226962.3203,423797.5598,3,0
6791,"127",36.41193598,127.300613,226962.7536,423796.2262,3,0
6792,"127",36.41192449,127.3006176,226963.1894,423794.8889,3,0
6793,"127",36.41191152,127.3006228,226963.6236,423793.5581,3,0
6794,"127",36.41189997,127.3006274,226964.0598,423792.2234,3,0
6795,"127",36.41188837,127.3006321,226964.4969,423790.8898,3,0
6796,"127",36.41187543,127.3006373,226964.9534,423789.504,3,0
6797,"127",36.41186246,127.3006426,226965.4128,423788.1164,3,0
6798,"127",36.41185082,127.3006473,226965.856,423786.7803,3,0
6799,"127",36.41183927,127.300652,226966.2825,423785.4962,3,0
6800,"127",36.41182771,127.3006567,226966.7241,423784.1626,3,0
6801,"127",36.41181473,127.3006619,226967.1669,423782.8209,3,0
6802,"127",36.41180296,127.3006667,226967.6288,423781.4247,3,0
6803,"127",36.41178993,127.300672,226968.0763,423780.0775,3,0
6804,"127",36.41177827,127.3006767,226968.5413,423778.6859,3,0
6805,"127",36.4117653,127.3006821,226968.9893,423777.3425,3,0
6806,"127",36.41175357,127.3006868,226969.4549,423775.948,3,0
6807,"127",36.41174053,127.3006922,226969.9054,423774.5997,3,0
6808,"127",36.41172881,127.300697,226970.3742,423773.2008,3,0
6809,"127",36.41171571,127.3007024,226970.8276,423771.8554,3,0
6810,"127",36.41170412,127.3007072,226971.2835,423770.5029,3,0
6811,"127",36.41169221,127.3007121,226971.7218,423769.2038,3,0
6812,"127",36.41168055,127.3007169,226972.1633,423767.8916,3,0
6813,"127",36.41166861,127.3007218,226972.6016,423766.5893,3,0
6814,"127",36.41165697,127.3007266,226973.0445,423765.2805,3,0
6815,"127",36.41164513,127.3007316,226973.4855,423763.9805,3,0
6816,"127",36.41163342,127.3007364,226973.9282,423762.6799,3,0
6817,"127",36.41162177,127.3007413,226974.3689,423761.3857,3,0
6818,"127",36.41161011,127.3007462,226974.8093,423760.0923,3,0
6819,"127",36.41159842,127.300751,226975.2493,423758.7987,3,0
6820,"127",36.41158676,127.3007559,226975.6734,423757.5549,3,0
6821,"127",36.41157645,127.3007602,226976.0972,423756.3151,3,0
6822,"127",36.41156487,127.3007651,226976.5047,423755.1262,3,0
6823,"127",36.41155458,127.3007694,226976.9285,423753.8914,3,0
6824,"127",36.41154303,127.3007743,226977.337,423752.7045,3,0
6825,"127",36.41153274,127.3007786,226977.7625,423751.4707,3,0
6826,"127",36.41152119,127.3007835,226978.1878,423750.236,3,0
6827,"127",36.41150961,127.3007884,226978.6295,423748.9533,3,0
6828,"127",36.41149803,127.3007933,226979.0724,423747.6683,3,0
6829,"127",36.41148641,127.3007982,226979.5165,423746.3822,3,0
6830,"127",36.4114748,127.3008031,226979.9616,423745.0934,3,0
6831,"127",36.41146315,127.300808,226980.4076,423743.8023,3,0
6832,"127",36.41145147,127.3008129,226980.853,423742.5148,3,0
6833,"127",36.41143996,127.3008179,226981.3054,423741.2255,3,0
6834,"127",36.41142826,127.300823,226981.7707,423739.8913,3,0
6835,"127",36.41141536,127.3008284,226982.2525,423738.5004,3,0
6836,"127",36.41140232,127.3008338,226982.7508,423737.0515,3,0
6837,"127",36.41138904,127.3008395,226983.2528,423735.5883,3,0
6838,"127",36.41137576,127.300845,226983.7605,423734.1238,3,0
6839,"127",36.41136268,127.3008507,226984.2654,423732.6676,3,0
6840,"127",36.41134963,127.3008563,226984.7545,423731.2697,3,0
6841,"127",36.41133793,127.3008612,226985.2436,423729.867,3,0
6842,"127",36.41132472,127.3008669,226985.737,423728.4527,3,0
6843,"127",36.41131136,127.3008726,226986.2361,423727.0317,3,0
6844,"127",36.41129947,127.3008778,226986.7205,423725.6585,3,0
6845,"127",36.41128755,127.3008829,226987.2044,423724.2942,3,0
6846,"127",36.41127443,127.3008887,226987.709,423722.8773,3,0
6847,"127",36.41126112,127.3008945,226988.2169,423721.4528,3,0
6848,"127",36.411249,127.3008998,226988.7278,423720.0228,3,0
6849,"127",36.41123573,127.3009056,226989.2185,423718.6476,3,0
6850,"127",36.41122391,127.3009108,226989.7264,423717.2277,3,0
6851,"127",36.41121057,127.3009166,226990.2377,423715.7987,3,0
6852,"127",36.41119705,127.3009225,226990.754,423714.3618,3,0
6853,"127",36.41118502,127.3009279,226991.2723,423712.9239,3,0
6854,"127",36.41117165,127.3009338,226991.7717,423711.5417,3,0
6855,"127",36.41115964,127.3009391,226992.2892,423710.109,3,0
6856,"127",36.41114624,127.300945,226992.7895,423708.7231,3,0
6857,"127",36.41113414,127.3009504,226993.3102,423707.2839,3,0
6858,"127",36.41112069,127.3009564,226993.813,423705.8978,3,0
6859,"127",36.41110873,127.3009617,226994.3336,423704.4609,3,0
6860,"127",36.41109525,127.3009676,226994.8385,423703.066,3,0
6861,"127",36.41108293,127.3009731,226995.3628,423701.6133,3,0
6862,"127",36.41106941,127.3009791,226995.8709,423700.2112,3,0
6863,"127",36.4110573,127.3009845,226996.3961,423698.7661,3,0
6864,"127",36.41104382,127.3009905,226996.9211,423697.3276,3,0
6865,"127",36.41103048,127.3009965,226997.4488,423695.8823,3,0
6866,"127",36.41101818,127.301002,226997.9769,423694.4349,3,0
6867,"127",36.41100465,127.301008,226998.5061,423692.9813,3,0
6868,"127",36.41099113,127.3010141,226999.0306,423691.5383,3,0
6869,"127",36.41097913,127.3010194,226999.5527,423690.0994,3,0
6870,"127",36.4109657,127.3010254,227000.0571,423688.7093,3,0
6871,"127",36.41095351,127.3010308,227000.581,423687.2664,3,0
6872,"127",36.41094007,127.3010368,227001.1058,423685.8213,3,0
6873,"127",36.41092659,127.3010428,227001.628,423684.3849,3,0
6874,"127",36.41091463,127.3010481,227002.1342,423682.9948,3,0
6875,"127",36.41090245,127.3010535,227002.6395,423681.6086,3,0
6876,"127",36.41088907,127.3010595,227003.1449,423680.2239,3,0
6877,"127",36.41087716,127.3010649,227003.6682,423678.7891,3,0
6878,"127",36.41086362,127.3010709,227004.174,423677.4031,3,0
6879,"127",36.41085156,127.3010763,227004.6818,423676.0124,3,0
6880,"127",36.41083952,127.3010817,227005.1896,423674.628,3,0
6881,"127",36.41082615,127.3010877,227005.6987,423673.2449,3,0
6882,"127",36.41081412,127.3010932,227006.2279,423671.8117,3,0
6883,"127",36.41080073,127.3010992,227006.7375,423670.4326,3,0
6884,"127",36.41078882,127.3011046,227007.2659,423669.0051,3,0
6885,"127",36.41077549,127.3011107,227007.7781,423667.624,3,0
6886,"127",36.41076334,127.3011162,227008.3122,423666.1884,3,0
6887,"127",36.41074997,127.3011224,227008.8489,423664.7516,3,0
6888,"127",36.4107366,127.3011285,227009.3822,423663.3243,3,0
6889,"127",36.41072471,127.3011339,227009.8979,423661.9446,3,0
6890,"127",36.41071262,127.3011395,227010.4124,423660.566,3,0
6891,"127",36.41069928,127.3011456,227010.9283,423659.1869,3,0
6892,"127",36.41068738,127.301151,227011.4633,423657.764,3,0
6893,"127",36.41067411,127.3011572,227011.9838,423656.3875,3,0
6894,"127",36.41066203,127.3011628,227012.5268,423654.9606,3,0
6895,"127",36.41064876,127.301169,227013.0499,423653.5909,3,0
6896,"127",36.41063704,127.3011746,227013.5885,423652.1805,3,0
6897,"127",36.41062385,127.3011807,227014.126,423650.7724,3,0
6898,"127",36.41061065,127.3011869,227014.6659,423649.3544,3,0
6899,"127",36.41059866,127.3011925,227015.2052,423647.9384,3,0
6900,"127",36.41058553,127.3011986,227015.743,423646.5279,3,0
6901,"127",36.41057247,127.3012047,227016.2975,423645.0805,3,0
6902,"127",36.41055948,127.3012109,227016.8516,423643.6375,3,0
6903,"127",36.41054647,127.301217,227017.3856,423642.2497,3,0
6904,"127",36.41053491,127.3012224,227017.9186,423640.8626,3,0
6905,"127",36.41052194,127.3012285,227018.4514,423639.4773,3,0
6906,"127",36.41050897,127.3012346,227019.0034,423638.0419,3,0
6907,"127",36.41049605,127.3012407,227019.5384,423636.6509,3,0
6908,"127",36.41048428,127.3012463,227020.0743,423635.2607,3,0
6909,"127",36.41047134,127.3012524,227020.6103,423633.8698,3,0
6910,"127",36.41045841,127.3012585,227021.1432,423632.4901,3,0
6911,"127",36.41044694,127.301264,227021.6774,423631.1145,3,0
6912,"127",36.41043411,127.3012701,227022.2141,423629.741,3,0
6913,"127",36.41042123,127.3012763,227022.7573,423628.3561,3,0
6914,"127",36.41040946,127.301282,227023.3018,423626.9675,3,0
6915,"127",36.41039652,127.3012882,227023.8257,423625.631,3,0
6916,"127",36.41038505,127.3012937,227024.3663,423624.2532,3,0
6917,"127",36.41037216,127.3012999,227024.8922,423622.9186,3,0
6918,"127",36.4103604,127.3013057,227025.4441,423621.5294,3,0
6919,"127",36.41034745,127.301312,227025.9792,423620.1906,3,0
6920,"127",36.41033592,127.3013177,227026.5328,423618.8087,3,0
6921,"127",36.41032299,127.301324,227027.0671,423617.4716,3,0
6922,"127",36.41031126,127.3013298,227027.6224,423616.0826,3,0
6923,"127",36.41029833,127.3013361,227028.1585,423614.7455,3,0
6924,"127",36.41028679,127.3013418,227028.6977,423613.4049,3,0
6925,"127",36.41027497,127.3013477,227029.2386,423612.0625,3,0
6926,"127",36.41026199,127.3013541,227029.7799,423610.7209,3,0
6927,"127",36.41025048,127.3013598,227030.3389,423609.3405,3,0
6928,"127",36.4102376,127.3013662,227030.8803,423608.0081,3,0
6929,"127",36.41022592,127.301372,227031.4228,423606.6782,3,0
6930,"127",36.41021448,127.3013778,227031.968,423605.3473,3,0
6931,"127",36.41020157,127.3013843,227032.5337,423603.9696,3,0
6932,"127",36.41018863,127.3013908,227033.1226,423602.5349,3,0
6933,"127",36.41017564,127.3013973,227033.6952,423601.1415,3,0
6934,"127",36.41016386,127.3014033,227034.2682,423599.7488,3,0
6935,"127",36.41015093,127.3014098,227034.82,423598.4102,3,0
6936,"127",36.41013941,127.3014157,227035.3896,423597.0279,3,0
6937,"127",36.41012644,127.3014222,227035.9596,423595.6426,3,0
6938,"127",36.41011343,127.3014288,227036.5517,423594.2025,3,0
6939,"127",36.41010043,127.3014353,227037.1267,423592.8053,3,0
6940,"127",36.41008862,127.3014413,227037.6812,423591.4622,3,0
6941,"127",36.41007707,127.3014472,227038.2364,423590.1204,3,0
6942,"127",36.4100641,127.3014537,227038.8096,423588.7355,3,0
6943,"127",36.41005113,127.3014603,227039.3866,423587.3409,3,0
6944,"127",36.41003932,127.3014663,227039.9636,423585.9464,3,0
6945,"127",36.41002636,127.3014729,227040.5401,423584.5511,3,0
6946,"127",36.41001336,127.3014795,227041.1118,423583.1654,3,0
6947,"127",36.41000181,127.3014853,227041.683,423581.7797,3,0
6948,"127",36.40998885,127.3014919,227042.2356,423580.4384,3,0
6949,"127",36.40997705,127.3014978,227042.8099,423579.0462,3,0
6950,"127",36.40996412,127.3015044,227043.3843,423577.6545,3,0
6951,"127",36.40995117,127.3015109,227043.9765,423576.2203,3,0
6952,"127",36.40993823,127.3015175,227044.5685,423574.7877,3,0
6953,"127",36.40992534,127.301524,227045.1596,423573.3593,3,0
6954,"127",36.4099125,127.3015305,227045.7279,423571.9873,3,0
6955,"127",36.40990109,127.3015363,227046.2954,423570.6184,3,0
6956,"127",36.40988828,127.3015428,227046.8619,423569.2525,3,0
6957,"127",36.40987553,127.3015493,227047.4323,423567.8802,3,0
6958,"127",36.40986394,127.3015553,227048.0024,423566.5111,3,0
6959,"127",36.40985122,127.3015618,227048.5726,423565.1443,3,0
6960,"127",36.40983853,127.3015683,227049.1397,423563.7884,3,0
6961,"127",36.40982723,127.3015741,227049.7074,423562.4328,3,0
6962,"127",36.40981453,127.3015806,227050.2757,423561.0776,3,0
6963,"127",36.40980185,127.3015871,227050.8662,423559.671,3,0
6964,"127",36.40978916,127.3015937,227051.4396,423558.3075,3,0
6965,"127",36.40977762,127.3015997,227052.0143,423556.9425,3,0
6966,"127",36.40976489,127.3016062,227052.5914,423555.5743,3,0
6967,"127",36.40975212,127.3016128,227053.1903,423554.1598,3,0
6968,"127",36.40973933,127.3016195,227053.7698,423552.7952,3,0
6969,"127",36.40972795,127.3016255,227054.3506,423551.4323,3,0
6970,"127",36.40971522,127.3016321,227054.9324,423550.0702,3,0
6971,"127",36.40970246,127.3016388,227055.5198,423548.6984,3,0
6972,"127",36.40969082,127.301645,227056.1094,423547.3229,3,0
6973,"127",36.40967799,127.3016517,227056.7001,423545.9455,3,0
6974,"127",36.40966517,127.3016585,227057.2881,423544.5758,3,0
6975,"127",36.40965374,127.3016645,227057.878,423543.2051,3,0
6976,"127",36.40964088,127.3016713,227058.4702,423541.8323,3,0
6977,"127",36.409628,127.3016781,227059.068,423540.4498,3,0
6978,"127",36.40961631,127.3016843,227059.6664,423539.068,3,0
6979,"127",36.40960347,127.3016912,227060.2656,423537.6864,3,0
6980,"127",36.4095906,127.301698,227060.8855,423536.2615,3,0
6981,"127",36.40957774,127.3017049,227061.4838,423534.8875,3,0
6982,"127",36.40956628,127.301711,227062.084,423533.5142,3,0
