"프레임.인덱스","차량.ID","위도","경도","East..TM.좌표.","North..TM.좌표.","차선","차선변경여부"
4852,"127",36.43486166,127.2859406,225639.2057,426336.269,3,0
4853,"127",36.43484799,127.2859411,225639.2592,426334.7031,3,0
4854,"127",36.43483434,127.2859417,225639.312,426333.1887,3,0
4855,"127",36.43482071,127.2859422,225639.3679,426331.6252,3,0
4856,"127",36.43480572,127.2859429,225639.4253,426330.0626,3,0
4857,"127",36.43479209,127.2859435,225639.4847,426328.4992,3,0
4858,"127",36.43477845,127.2859441,225639.5429,426326.986,3,0
4859,"127",36.4347648,127.2859447,225639.6034,426325.4222,3,0
4860,"127",36.43474981,127.2859453,225639.6636,426323.8603,3,0
4861,"127",36.43473622,127.2859459,225639.7258,426322.2499,3,0
4862,"127",36.43472126,127.2859466,225639.7861,426320.6897,3,0
4863,"127",36.43470762,127.2859472,225639.8486,426319.0776,3,0
4864,"127",36.43469263,127.2859479,225639.9097,426317.5158,3,0
4865,"127",36.43467903,127.2859485,225639.973,426315.9054,3,0
4866,"127",36.43466408,127.2859491,225640.0344,426314.3459,3,0
4867,"127",36.43465047,127.2859498,225640.0994,426312.7369,3,0
4868,"127",36.43463552,127.2859505,225640.161,426311.176,3,0
4869,"127",36.43462188,127.2859511,225640.2202,426309.6135,3,0
4870,"127",36.43460822,127.2859516,225640.2779,426308.0489,3,0
4871,"127",36.43459322,127.2859523,225640.3372,426306.4847,3,0
4872,"127",36.43457959,127.2859529,225640.402,426304.8709,3,0
4873,"127",36.43456459,127.2859536,225640.4649,426303.3065,3,0
4874,"127",36.43455092,127.2859542,225640.5271,426301.7406,3,0
4875,"127",36.43453725,127.2859548,225640.5877,426300.1731,3,0
4876,"127",36.4345222,127.2859555,225640.6483,426298.6046,3,0
4877,"127",36.43450851,127.2859561,225640.7091,426297.0352,3,0
4878,"127",36.43449482,127.2859567,225640.7684,426295.5142,3,0
4879,"127",36.43448108,127.2859573,225640.8276,426293.992,3,0
4880,"127",36.43446735,127.2859579,225640.8891,426292.4184,3,0
4881,"127",36.43445227,127.2859586,225640.9525,426290.8455,3,0
4882,"127",36.43443855,127.2859593,225641.0171,426289.2722,3,0
4883,"127",36.43442482,127.2859599,225641.0811,426287.7475,3,0
4884,"127",36.43441104,127.2859606,225641.1467,426286.2211,3,0
4885,"127",36.43439728,127.2859613,225641.2172,426284.6425,3,0
4886,"127",36.43438213,127.2859621,225641.2901,426283.0643,3,0
4887,"127",36.43436837,127.2859629,225641.3644,426281.4864,3,0
4888,"127",36.43435462,127.2859636,225641.4378,426279.9586,3,0
4889,"127",36.43434082,127.2859644,225641.5142,426278.4298,3,0
4890,"127",36.43432704,127.2859653,225641.5925,426276.8991,3,0
4891,"127",36.43431323,127.2859661,225641.6723,426275.3678,3,0
4892,"127",36.43429942,127.2859669,225641.7518,426273.8345,3,0
4893,"127",36.43428558,127.2859678,225641.8343,426272.3011,3,0
4894,"127",36.43427177,127.2859687,225641.9196,426270.7679,3,0
4895,"127",36.43425796,127.2859696,225642.0074,426269.2352,3,0
4896,"127",36.43424414,127.2859706,225642.0979,426267.6501,3,0
4897,"127",36.43422891,127.2859716,225642.1895,426266.0622,3,0
4898,"127",36.43421503,127.2859725,225642.2839,426264.4721,3,0
4899,"127",36.43420114,127.2859736,225642.3821,426262.882,3,0
4900,"127",36.43418591,127.2859747,225642.483,426261.2929,3,0
4901,"127",36.43417206,127.2859758,225642.5875,426259.6545,3,0
4902,"127",36.43415684,127.2859769,225642.6884,426258.0676,3,0
4903,"127",36.434143,127.2859779,225642.7889,426256.4804,3,0
4904,"127",36.43412914,127.285979,225642.8877,426254.9443,3,0
4905,"127",36.4341153,127.2859801,225642.9905,426253.4074,3,0
4906,"127",36.43410144,127.2859812,225643.0955,426251.8693,3,0
4907,"127",36.43408755,127.2859823,225643.2034,426250.3318,3,0
4908,"127",36.43407372,127.2859835,225643.313,426248.7964,3,0
4909,"127",36.43405993,127.2859847,225643.4236,426247.2636,3,0
4910,"127",36.4340461,127.2859859,225643.5388,426245.6797,3,0
4911,"127",36.43403089,127.2859872,225643.6506,426244.1448,3,0
4912,"127",36.43401842,127.2859883,225643.7696,426242.5585,3,0
4913,"127",36.43400321,127.2859897,225643.8871,426241.0226,3,0
4914,"127",36.43398936,127.285991,225644.0073,426239.4882,3,0
4915,"127",36.43397693,127.2859922,225644.1288,426237.9558,3,0
4916,"127",36.43396177,127.2859936,225644.2528,426236.4257,3,0
4917,"127",36.43394799,127.285995,225644.3781,426234.8962,3,0
4918,"127",36.43393557,127.2859962,225644.5017,426233.4172,3,0
4919,"127",36.43392178,127.2859976,225644.6272,426231.937,3,0
4920,"127",36.43390796,127.285999,225644.7585,426230.4051,3,0
4921,"127",36.43389414,127.2860005,225644.8918,426228.8747,3,0
4922,"127",36.43388039,127.2860019,225645.0267,426227.3479,3,0
4923,"127",36.43386667,127.2860034,225645.1627,426225.8252,3,0
4924,"127",36.43385297,127.2860049,225645.2975,426224.3041,3,0
4925,"127",36.43383926,127.2860063,225645.4336,426222.7833,3,0
4926,"127",36.43382555,127.2860078,225645.5707,426221.2637,3,0
4927,"127",36.43381188,127.2860093,225645.7139,426219.6964,3,0
4928,"127",36.43379688,127.2860109,225645.8575,426218.1336,3,0
4929,"127",36.43378328,127.2860124,225646.0016,426216.5722,3,0
4930,"127",36.43376965,127.286014,225646.1434,426215.0638,3,0
4931,"127",36.43375609,127.2860155,225646.2848,426213.5578,3,0
4932,"127",36.43374256,127.286017,225646.4282,426212.0552,3,0
4933,"127",36.43372902,127.2860186,225646.5725,426210.5537,3,0
4934,"127",36.43371548,127.2860202,225646.7145,426209.1024,3,0
4935,"127",36.43370331,127.2860216,225646.8576,426207.6522,3,0
4936,"127",36.4336898,127.2860232,225647.0027,426206.2053,3,0
4937,"127",36.43367635,127.2860249,225647.1544,426204.7105,3,0
4938,"127",36.43366289,127.2860266,225647.3075,426203.2174,3,0
4939,"127",36.43364943,127.2860282,225647.4619,426201.7248,3,0
4940,"127",36.43363599,127.2860299,225647.6179,426200.2342,3,0
4941,"127",36.43362258,127.2860316,225647.7762,426198.746,3,0
4942,"127",36.43360918,127.2860334,225647.9423,426197.2099,3,0
4943,"127",36.43359444,127.2860353,225648.1101,426195.6735,3,0
4944,"127",36.43358103,127.2860371,225648.2795,426194.138,3,0
4945,"127",36.43356766,127.2860389,225648.4442,426192.6529,3,0
4946,"127",36.43355428,127.2860407,225648.611,426191.1688,3,0
4947,"127",36.43354089,127.2860425,225648.7795,426189.6838,3,0
4948,"127",36.4335275,127.2860444,225648.9511,426188.2003,3,0
4949,"127",36.43351416,127.2860463,225649.1307,426186.6693,3,0
4950,"127",36.43349949,127.2860484,225649.3132,426185.1395,3,0
4951,"127",36.43348613,127.2860503,225649.4973,426183.6111,3,0
4952,"127",36.43347283,127.2860523,225649.6775,426182.1334,3,0
4953,"127",36.43345952,127.2860543,225649.8601,426180.6575,3,0
4954,"127",36.43344621,127.2860563,225650.0448,426179.1808,3,0
4955,"127",36.43343289,127.2860583,225650.2292,426177.7043,3,0
4956,"127",36.43341959,127.2860603,225650.4124,426176.2294,3,0
4957,"127",36.43340632,127.2860623,225650.5961,426174.7561,3,0
4958,"127",36.43339305,127.2860643,225650.7833,426173.2857,3,0
4959,"127",36.43337982,127.2860664,225650.9756,426171.8158,3,0
4960,"127",36.43336657,127.2860686,225651.172,426170.347,3,0
4961,"127",36.43335332,127.2860707,225651.3714,426168.88,3,0
4962,"127",36.43334014,127.2860729,225651.5716,426167.4168,3,0
4963,"127",36.433327,127.2860751,225651.7725,426165.9578,3,0
4964,"127",36.43331386,127.2860773,225651.9752,426164.5014,3,0
4965,"127",36.43330075,127.2860796,225652.179,426163.045,3,0
4966,"127",36.43328761,127.2860818,225652.3828,426161.5883,3,0
4967,"127",36.43327447,127.286084,225652.5865,426160.1321,3,0
4968,"127",36.43326137,127.2860862,225652.7921,426158.6825,3,0
4969,"127",36.4332484,127.2860885,225653.0015,426157.238,3,0
4970,"127",36.4332354,127.2860909,225653.2144,426155.7958,3,0
4971,"127",36.43322236,127.2860932,225653.4217,426154.4004,3,0
4972,"127",36.43321066,127.2860953,225653.6302,426153.0088,3,0
4973,"127",36.43319776,127.2860977,225653.8389,426151.6225,3,0
4974,"127",36.43318487,127.2861001,225654.0567,426150.1913,3,0
4975,"127",36.43317195,127.2861025,225654.2771,426148.7586,3,0
4976,"127",36.43315901,127.2861049,225654.5001,426147.3244,3,0
4977,"127",36.43314608,127.2861074,225654.7174,426145.9382,3,0
4978,"127",36.43313446,127.2861096,225654.9357,426144.5549,3,0
4979,"127",36.4331216,127.2861121,225655.1568,426143.1761,3,0
4980,"127",36.43310878,127.2861146,225655.3893,426141.7528,3,0
4981,"127",36.43309596,127.2861172,225655.6272,426140.3328,3,0
4982,"127",36.43308319,127.2861199,225655.869,426138.9157,3,0
4983,"127",36.43307045,127.2861226,225656.1136,426137.4999,3,0
4984,"127",36.43305766,127.2861253,225656.3583,426136.0873,3,0
4985,"127",36.43304498,127.286128,225656.6051,426134.6679,3,0
4986,"127",36.43303206,127.2861307,225656.8532,426133.2488,3,0
4987,"127",36.43301928,127.2861334,225657.1048,426131.8266,3,0
4988,"127",36.43300651,127.2861362,225657.3576,426130.4106,3,0
4989,"127",36.43299376,127.286139,225657.6121,426128.9965,3,0
4990,"127",36.43298103,127.2861418,225657.8666,426127.5882,3,0
4991,"127",36.43296842,127.2861446,225658.1143,426126.2224,3,0
4992,"127",36.43295681,127.2861472,225658.3648,426124.8562,3,0
4993,"127",36.43294407,127.2861501,225658.6189,426123.4854,3,0
4994,"127",36.43293134,127.286153,225658.8922,426122.0261,3,0
4995,"127",36.43291734,127.2861562,225659.1668,426120.5675,3,0
4996,"127",36.43290462,127.2861591,225659.4417,426119.1093,3,0
4997,"127",36.4328919,127.286162,225659.7097,426117.6981,3,0
4998,"127",36.43287917,127.286165,225659.9787,426116.2876,3,0
4999,"127",36.43286647,127.286168,225660.2499,426114.8789,3,0
5000,"127",36.43285379,127.286171,225660.5223,426113.4718,3,0
5001,"127",36.4328411,127.286174,225660.7969,426112.0657,3,0
5002,"127",36.43282843,127.286177,225661.0841,426110.6128,3,0
5003,"127",36.43281449,127.2861804,225661.3731,426109.1602,3,0
5004,"127",36.43280181,127.2861835,225661.6637,426107.7095,3,0
5005,"127",36.43278919,127.2861866,225661.9448,426106.306,3,0
5006,"127",36.43277652,127.2861897,225662.2277,426104.9036,3,0
5007,"127",36.43276388,127.2861928,225662.5196,426103.4582,3,0
5008,"127",36.43275009,127.2861962,225662.8126,426102.0142,3,0
5009,"127",36.43273746,127.2861994,225663.1077,426100.5658,3,0
5010,"127",36.4327247,127.2862025,225663.3964,426099.1602,3,0
5011,"127",36.43271206,127.2862057,225663.6869,426097.7548,3,0
5012,"127",36.43269945,127.2862089,225663.977,426096.3581,3,0
5013,"127",36.43268691,127.2862121,225664.2801,426094.9089,3,0
5014,"127",36.43267286,127.2862157,225664.5855,426093.4582,3,0
5015,"127",36.4326602,127.286219,225664.8849,426092.0496,3,0
5016,"127",36.43264881,127.286222,225665.1763,426090.691,3,0
5017,"127",36.43263611,127.2862253,225665.4703,426089.3306,3,0
5018,"127",36.4326234,127.2862287,225665.7775,426087.9283,3,0
5019,"127",36.43261087,127.2862321,225666.0881,426086.5257,3,0
5020,"127",36.43259816,127.2862356,225666.4019,426085.118,3,0
5021,"127",36.43258532,127.2862391,225666.7171,426083.7047,3,0
5022,"127",36.43257264,127.2862425,225667.0443,426082.2443,3,0
5023,"127",36.43255866,127.2862464,225667.3739,426080.7889,3,0
5024,"127",36.43254595,127.2862499,225667.7066,426079.3318,3,0
5025,"127",36.43253322,127.2862535,225668.0311,426077.9218,3,0
5026,"127",36.43252051,127.2862571,225668.3576,426076.5121,3,0
5027,"127",36.43250781,127.2862607,225668.687,426075.1023,3,0
5028,"127",36.43249508,127.2862644,225669.0191,426073.6902,3,0
5029,"127",36.43248231,127.2862681,225669.3536,426072.2764,3,0
5030,"127",36.43246956,127.2862718,225669.6902,426070.862,3,0
5031,"127",36.43245681,127.2862755,225670.0403,426069.4006,3,0
5032,"127",36.43244277,127.2862797,225670.3928,426067.9386,3,0
5033,"127",36.43243001,127.2862834,225670.7484,426066.4764,3,0
5034,"127",36.43241725,127.2862873,225671.0939,426065.0652,3,0
5035,"127",36.43240459,127.2862911,225671.4427,426063.6522,3,0
5036,"127",36.43239178,127.286295,225671.8063,426062.1849,3,0
5037,"127",36.43237755,127.2862993,225672.1734,426060.714,3,0
5038,"127",36.4323648,127.2863032,225672.5419,426059.2432,3,0
5039,"127",36.43235199,127.2863071,225672.9107,426057.7813,3,0
5040,"127",36.432338,127.2863115,225673.2835,426056.316,3,0
5041,"127",36.43232515,127.2863155,225673.6729,426054.797,3,0
5042,"127",36.4323109,127.28632,225674.0541,426053.321,3,0
5043,"127",36.43229807,127.2863241,225674.4376,426051.8446,3,0
5044,"127",36.43228521,127.2863282,225674.8222,426050.3774,3,0
5045,"127",36.4322712,127.2863327,225675.21,426048.9097,3,0
5046,"127",36.43225836,127.2863369,225675.6002,426047.4419,3,0
5047,"127",36.4322455,127.2863411,225675.9938,426045.9684,3,0
5048,"127",36.43223133,127.2863458,225676.3897,426044.4933,3,0
5049,"127",36.43221845,127.28635,225676.801,426042.9698,3,0
5050,"127",36.43220428,127.2863547,225677.2019,426041.4946,3,0
5051,"127",36.43219142,127.286359,225677.6047,426040.0203,3,0
5052,"127",36.43217856,127.2863634,225677.9968,426038.5952,3,0
5053,"127",36.43216572,127.2863677,225678.4036,426037.1234,3,0
5054,"127",36.43215159,127.2863725,225678.8125,426035.6514,3,0
5055,"127",36.43213873,127.2863769,225679.2252,426034.1783,3,0
5056,"127",36.43212586,127.2863814,225679.6281,426032.7514,3,0
5057,"127",36.43211298,127.2863858,225680.034,426031.3249,3,0
5058,"127",36.43210013,127.2863903,225680.4545,426029.8511,3,0
5059,"127",36.43208599,127.2863953,225680.8776,426028.3787,3,0
5060,"127",36.43207314,127.2863998,225681.3031,426026.9067,3,0
5061,"127",36.4320603,127.2864044,225681.7176,426025.4822,3,0
5062,"127",36.43204744,127.286409,225682.1337,426024.0575,3,0
5063,"127",36.43203459,127.2864136,225682.5512,426022.6321,3,0
5064,"127",36.43202173,127.2864182,225682.9696,426021.2073,3,0
5065,"127",36.43200889,127.2864229,225683.3894,426019.7834,3,0
5066,"127",36.43199606,127.2864275,225683.8099,426018.3607,3,0
5067,"127",36.43198324,127.2864322,225684.2321,426016.9399,3,0
5068,"127",36.43197044,127.2864369,225684.6566,426015.5197,3,0
5069,"127",36.43195764,127.2864416,225685.0838,426014.1,3,0
5070,"127",36.43194482,127.2864463,225685.5128,426012.6801,3,0
5071,"127",36.43193202,127.2864511,225685.9429,426011.2614,3,0
5072,"127",36.43191925,127.2864558,225686.3742,426009.843,3,0
5073,"127",36.43190644,127.2864606,225686.8073,426008.4249,3,0
5074,"127",36.43189365,127.2864654,225687.2566,426006.959,3,0
5075,"127",36.43187958,127.2864707,225687.7086,426005.4941,3,0
5076,"127",36.4318668,127.2864756,225688.1636,426004.028,3,0
5077,"127",36.43185398,127.2864805,225688.6071,426002.6076,3,0
5078,"127",36.43184115,127.2864854,225689.0532,426001.1859,3,0
5079,"127",36.43182833,127.2864904,225689.5005,425999.7642,3,0
5080,"127",36.43181551,127.2864953,225689.9492,425998.3435,3,0
5081,"127",36.4318027,127.2865003,225690.414,425996.8753,3,0
5082,"127",36.4317886,127.2865058,225690.8822,425995.4065,3,0
5083,"127",36.43177576,127.2865108,225691.3541,425993.9357,3,0
5084,"127",36.4317629,127.2865159,225691.8308,425992.4651,3,0
5085,"127",36.4317488,127.2865216,225692.3088,425990.9946,3,0
5086,"127",36.43173597,127.2865267,225692.8035,425989.4776,3,0
5087,"127",36.43172185,127.2865323,225693.2848,425988.0074,3,0
5088,"127",36.43170902,127.2865375,225693.7687,425986.5367,3,0
5089,"127",36.43169617,127.2865427,225694.2555,425985.0649,3,0
5090,"127",36.43168202,127.2865485,225694.7447,425983.5925,3,0
5091,"127",36.43166918,127.2865537,225695.2368,425982.1213,3,0
5092,"127",36.43165636,127.286559,225695.7312,425980.6524,3,0
5093,"127",36.43164227,127.2865649,225696.2268,425979.1855,3,0
5094,"127",36.43162948,127.2865702,225696.7238,425977.7203,3,0
5095,"127",36.4316167,127.2865755,225697.1907,425976.3522,3,0
5096,"127",36.43160525,127.2865803,225697.6762,425974.9383,3,0
5097,"127",36.43159122,127.2865863,225698.1643,425973.5243,3,0
5098,"127",36.43157844,127.2865917,225698.671,425972.0621,3,0
5099,"127",36.43156567,127.2865972,225699.164,425970.6465,3,0
5100,"127",36.43155291,127.2866026,225699.6589,425969.2315,3,0
5101,"127",36.43154014,127.2866081,225700.1554,425967.818,3,0
5102,"127",36.43152742,127.2866136,225700.6542,425966.407,3,0
5103,"127",36.43151472,127.2866192,225701.1573,425964.9972,3,0
5104,"127",36.43150199,127.2866248,225701.665,425963.5862,3,0
5105,"127",36.43148924,127.2866305,225702.1944,425962.1266,3,0
5106,"127",36.43147522,127.2866368,225702.7277,425960.6667,3,0
5107,"127",36.43146248,127.2866425,225703.2637,425959.2078,3,0
5108,"127",36.43144975,127.2866483,225703.7857,425957.7969,3,0
5109,"127",36.43143703,127.2866541,225704.3096,425956.3857,3,0
5110,"127",36.43142428,127.2866599,225704.836,425954.9729,3,0
5111,"127",36.43141152,127.2866657,225705.3825,425953.5125,3,0
5112,"127",36.4313975,127.2866722,225705.9347,425952.0496,3,0
5113,"127",36.43138469,127.2866782,225706.4898,425950.5853,3,0
5114,"127",36.43137189,127.2866842,225707.0294,425949.1667,3,0
5115,"127",36.43135911,127.2866901,225707.5681,425947.7515,3,0
5116,"127",36.43134639,127.2866961,225708.1101,425946.3381,3,0
5117,"127",36.43133363,127.2867022,225708.673,425944.8788,3,0
5118,"127",36.43131961,127.2867088,225709.2396,425943.4182,3,0
5119,"127",36.43130685,127.2867149,225709.8081,425941.9557,3,0
5120,"127",36.43129405,127.286721,225710.3637,425940.5391,3,0
5121,"127",36.43128127,127.2867273,225710.9224,425939.1215,3,0
5122,"127",36.43126849,127.2867335,225711.4846,425937.7048,3,0
5123,"127",36.4312557,127.2867397,225712.0477,425936.2873,3,0
5124,"127",36.4312429,127.286746,225712.6131,425934.8697,3,0
5125,"127",36.43123012,127.2867522,225713.1799,425933.4504,3,0
5126,"127",36.43121729,127.2867585,225713.7509,425932.0309,3,0
5127,"127",36.43120448,127.2867649,225714.3438,425930.5636,3,0
5128,"127",36.4311904,127.2867719,225714.9386,425929.0975,3,0
5129,"127",36.4311776,127.2867783,225715.5337,425927.6318,3,0
5130,"127",36.43116481,127.2867847,225716.1123,425926.2138,3,0
5131,"127",36.43115202,127.2867911,225716.6947,425924.796,3,0
5132,"127",36.43113923,127.2867976,225717.2804,425923.3776,3,0
5133,"127",36.43112642,127.2868041,225717.8873,425921.9119,3,0
5134,"127",36.43111234,127.2868113,225718.4763,425920.4955,3,0
5135,"127",36.43110089,127.2868172,225719.0858,425919.0351,3,0
5136,"127",36.43108689,127.2868244,225719.6764,425917.6245,3,0
5137,"127",36.43107416,127.2868309,225720.2893,425916.1664,3,0
5138,"127",36.43106142,127.2868375,225720.8845,425914.7538,3,0
5139,"127",36.43104865,127.2868442,225721.4827,425913.3417,3,0
5140,"127",36.43103594,127.2868508,225722.082,425911.9314,3,0
5141,"127",36.43102324,127.2868575,225722.6815,425910.5254,3,0
5142,"127",36.43101059,127.2868641,225723.2823,425909.1224,3,0
5143,"127",36.43099796,127.2868708,225723.8855,425907.7233,3,0
5144,"127",36.43098537,127.2868775,225724.4927,425906.326,3,0
5145,"127",36.43097277,127.2868842,225725.1021,425904.931,3,0
5146,"127",36.4309602,127.286891,225725.7116,425903.534,3,0
5147,"127",36.43094755,127.2868977,225726.3222,425902.1346,3,0
5148,"127",36.43093489,127.2869045,225726.934,425900.7346,3,0
5149,"127",36.4309223,127.2869113,225727.5494,425899.3379,3,0
5150,"127",36.43090974,127.2869182,225728.169,425897.9385,3,0
5151,"127",36.430897,127.2869251,225728.7933,425896.5344,3,0
5152,"127",36.43088429,127.2869321,225729.4169,425895.131,3,0
5153,"127",36.43087175,127.2869389,225730.0371,425893.7363,3,0
5154,"127",36.43085925,127.2869457,225730.6567,425892.3455,3,0
5155,"127",36.43084664,127.2869527,225731.2599,425890.9972,3,0
5156,"127",36.43083525,127.286959,225731.8713,425889.6428,3,0
5157,"127",36.43082258,127.2869661,225732.4872,425888.2865,3,0
5158,"127",36.43080992,127.2869731,225733.1267,425886.8834,3,0
5159,"127",36.43079727,127.2869802,225733.7664,425885.4819,3,0
5160,"127",36.43078464,127.2869873,225734.4071,425884.0812,3,0
5161,"127",36.43077201,127.2869944,225735.0279,425882.7274,3,0
5162,"127",36.43076062,127.2870008,225735.6512,425881.3728,3,0
5163,"127",36.43074797,127.287008,225736.2765,425880.0168,3,0
5164,"127",36.4307353,127.2870152,225736.9263,425878.6128,3,0
5165,"127",36.43072261,127.2870225,225737.5773,425877.2075,3,0
5166,"127",36.43070993,127.2870297,225738.231,425875.8035,3,0
5167,"127",36.43069729,127.2870369,225738.8859,425874.401,3,0
5168,"127",36.43068464,127.2870442,225739.5425,425872.9989,3,0
5169,"127",36.43067197,127.2870515,225740.1998,425871.5961,3,0
5170,"127",36.43065931,127.2870588,225740.8578,425870.1926,3,0
5171,"127",36.43064664,127.2870661,225741.5387,425868.7418,3,0
5172,"127",36.43063269,127.2870741,225742.2208,425867.2895,3,0
5173,"127",36.43061999,127.2870815,225742.9052,425865.8377,3,0
5174,"127",36.43060734,127.2870889,225743.5704,425864.4343,3,0
5175,"127",36.4305947,127.2870962,225744.2382,425863.0327,3,0
5176,"127",36.43058205,127.2871037,225744.9054,425861.6364,3,0
5177,"127",36.43056954,127.287111,225745.5745,425860.2407,3,0
5178,"127",36.43055691,127.2871185,225746.2665,425858.8037,3,0
5179,"127",36.43054315,127.2871267,225746.9639,425857.3641,3,0
5180,"127",36.43053056,127.2871342,225747.6638,425855.9267,3,0
5181,"127",36.43051799,127.2871418,225748.346,425854.5335,3,0
5182,"127",36.43050542,127.2871494,225749.0312,425853.1398,3,0
5183,"127",36.43049283,127.287157,225749.7189,425851.7459,3,0
5184,"127",36.43048026,127.2871646,225750.4086,425850.3521,3,0
5185,"127",36.43046769,127.2871723,225751.1076,425848.9471,3,0
5186,"127",36.43045479,127.2871803,225751.8106,425847.5437,3,0
5187,"127",36.43044226,127.287188,225752.5167,425846.1426,3,0
5188,"127",36.43042975,127.2871958,225753.2179,425844.7565,3,0
5189,"127",36.43041726,127.2872036,225753.9214,425843.3719,3,0
5190,"127",36.43040477,127.2872114,225754.6274,425841.9887,3,0
5191,"127",36.4303923,127.2872193,225755.3365,425840.607,3,0
5192,"127",36.43037985,127.2872272,225756.0473,425839.2261,3,0
5193,"127",36.43036738,127.2872351,225756.7602,425837.8463,3,0
5194,"127",36.43035494,127.287243,225757.4753,425836.467,3,0
5195,"127",36.4303425,127.2872509,225758.1929,425835.0889,3,0
5196,"127",36.43033007,127.2872589,225758.9129,425833.7112,3,0
5197,"127",36.43031764,127.2872669,225759.6356,425832.3342,3,0
5198,"127",36.43030521,127.287275,225760.3609,425830.9587,3,0
5199,"127",36.43029282,127.2872831,225761.0885,425829.586,3,0
5200,"127",36.43028047,127.2872911,225761.7912,425828.2672,3,0
5201,"127",36.43026951,127.2872984,225762.4958,425826.9528,3,0
5202,"127",36.43025723,127.2873065,225763.2008,425825.6425,3,0
5203,"127",36.43024499,127.2873146,225763.9329,425824.2847,3,0
5204,"127",36.43023274,127.2873227,225764.6651,425822.93,3,0
5205,"127",36.43022055,127.2873309,225765.3979,425821.579,3,0
5206,"127",36.43020841,127.287339,225766.1315,425820.2344,3,0
5207,"127",36.43019633,127.2873471,225766.8652,425818.8953,3,0
5208,"127",36.43018429,127.2873553,225767.6265,425817.5121,3,0
5209,"127",36.43017095,127.2873643,225768.3606,425816.1811,3,0
5210,"127",36.43016029,127.2873716,225769.0964,425814.8526,3,0
5211,"127",36.43014831,127.2873798,225769.8073,425813.5764,3,0
5212,"127",36.43013639,127.287388,225770.5461,425812.2548,3,0
5213,"127",36.4301245,127.2873961,225771.2853,425810.9377,3,0
5214,"127",36.43011265,127.2874044,225772.0248,425809.6233,3,0
5215,"127",36.4301008,127.2874126,225772.7652,425808.3098,3,0
5216,"127",36.43008893,127.2874208,225773.5064,425806.9969,3,0
5217,"127",36.43007709,127.287429,225774.2491,425805.6843,3,0
5218,"127",36.43006525,127.2874373,225774.9939,425804.3731,3,0
5219,"127",36.43005342,127.2874456,225775.7676,425803.0148,3,0
5220,"127",36.43004031,127.2874548,225776.5422,425801.6578,3,0
5221,"127",36.4300285,127.2874631,225777.3187,425800.301,3,0
5222,"127",36.43001668,127.2874714,225778.0712,425798.9909,3,0
5223,"127",36.43000483,127.2874798,225778.8275,425797.6797,3,0
5224,"127",36.42999299,127.2874882,225779.5865,425796.3681,3,0
5225,"127",36.42998116,127.2874967,225780.3703,425795.019,3,0
5226,"127",36.4299683,127.2875059,225781.1572,425793.6715,3,0
5227,"127",36.4299565,127.2875144,225781.948,425792.3251,3,0
5228,"127",36.4299447,127.287523,225782.7472,425790.9709,3,0
5229,"127",36.42993162,127.2875325,225783.5497,425789.6182,3,0
5230,"127",36.42991986,127.2875411,225784.3557,425788.267,3,0
5231,"127",36.4299081,127.2875498,225785.1609,425786.9245,3,0
5232,"127",36.42989526,127.2875593,225785.969,425785.584,3,0
5233,"127",36.42988355,127.287568,225786.8081,425784.1969,3,0
5234,"127",36.42987054,127.2875778,225787.6271,425782.8498,3,0
5235,"127",36.42985878,127.2875866,225788.738,425781.0294,3,0
5236,"127",36.42983425,127.287605,225789.8243,425779.2564,3,0
5237,"127",36.42982251,127.2876139,225790.9426,425777.437,3,0
5238,"127",36.4298095,127.2876238,225791.7738,425776.0915,3,0
5239,"127",36.42979781,127.2876327,225792.6058,425774.7479,3,0
5240,"127",36.42978612,127.2876416,225793.4115,425773.4517,3,0
5241,"127",36.4297744,127.2876506,225794.2206,425772.1551,3,0
5242,"127",36.42976269,127.2876596,225795.0314,425770.8579,3,0
5243,"127",36.42975099,127.2876686,225795.8416,425769.5634,3,0
5244,"127",36.42973933,127.2876776,225796.622,425768.3191,3,0
5245,"127",36.42972899,127.2876856,225797.4348,425767.0298,3,0
5246,"127",36.42971607,127.2876957,225798.2497,425765.7414,3,0
5247,"127",36.42970444,127.2877047,225799.0964,425764.4071,3,0
5248,"127",36.42969284,127.2877138,225799.9136,425763.1212,3,0
5249,"127",36.42968124,127.2877229,225800.7323,425761.8375,3,0
5250,"127",36.42966967,127.287732,225801.5523,425760.5548,3,0
5251,"127",36.4296581,127.2877411,225802.3737,425759.2757,3,0
5252,"127",36.42964659,127.2877502,225803.1971,425757.9994,3,0
5253,"127",36.4296351,127.2877594,225804.0516,425756.6855,3,0
5254,"127",36.42962251,127.2877696,225804.9095,425755.3722,3,0
5255,"127",36.42961102,127.2877788,225805.7685,425754.0609,3,0
5256,"127",36.42959958,127.287788,225806.5987,425752.7934,3,0
5257,"127",36.42958818,127.2877972,225807.4277,425751.5307,3,0
5258,"127",36.42957682,127.2878064,225808.2875,425750.2265,3,0
5259,"127",36.42956425,127.2878167,225809.1481,425748.9274,3,0
5260,"127",36.42955299,127.2878259,225810.0089,425747.6323,3,0
5261,"127",36.42954174,127.2878351,225810.8382,425746.3878,3,0
5262,"127",36.42953053,127.2878443,225811.6655,425745.147,3,0
5263,"127",36.42951938,127.2878534,225812.4918,425743.9111,3,0
5264,"127",36.42950826,127.2878626,225813.3437,425742.6436,3,0
