지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C)
239,세종,2021-06-28,24.6,21.3,28.9
239,세종,2021-06-29,23.2,19.7,29.4
239,세종,2021-06-30,24.1,20,29.7
239,세종,2021-07-01,25.9,20.5,31.5
239,세종,2021-07-02,26.5,22,31.6
239,세종,2021-07-03,23,20.8,26.5
239,세종,2021-07-04,22.5,20.9,24
239,세종,2021-07-05,22.1,19.9,26.2
239,세종,2021-07-06,23.4,20.7,26.3
239,세종,2021-07-07,25.2,22.8,28.2
239,세종,2021-07-08,25.4,22,31.1
239,세종,2021-07-09,25.1,22.3,29.8
239,세종,2021-07-10,26.3,22.5,30.3
239,세종,2021-07-11,25.7,23.4,30
239,세종,2021-07-12,27.3,22.9,33.5
239,세종,2021-07-13,28.3,24.3,32.8
239,세종,2021-07-14,28.2,24.1,32.5
239,세종,2021-07-15,28.4,24.3,34.5
239,세종,2021-07-16,27.1,22.9,33.6
239,세종,2021-07-17,26.5,22.2,32
239,세종,2021-07-18,26.2,22.8,32.5
239,세종,2021-07-19,26.1,22.7,32.2
239,세종,2021-07-20,26.9,23.5,30.5
239,세종,2021-07-21,28.9,23.1,34.3
239,세종,2021-07-22,28.5,23.5,33.2
239,세종,2021-07-23,29,24,34.3
239,세종,2021-07-24,29.4,25,34.5
239,세종,2021-07-25,28.9,24.8,32.4
239,세종,2021-07-26,29.1,24,34
239,세종,2021-07-27,29.3,23.2,34.5
239,세종,2021-07-28,29.3,25.2,34.8
239,세종,2021-07-29,28.8,24.1,34.1
239,세종,2021-07-30,29.2,24.6,34.4
239,세종,2021-07-31,28.4,24.9,33.8
239,세종,2021-08-01,26,23.8,30.8
239,세종,2021-08-02,25.4,24,28.4
239,세종,2021-08-03,27.2,24,31.1
239,세종,2021-08-04,28.3,24,32.8
239,세종,2021-08-05,29,24.3,34.2
239,세종,2021-08-06,28.2,24.7,34.5
239,세종,2021-08-07,27.4,22.4,33.4
239,세종,2021-08-08,26.2,23.2,29.8
239,세종,2021-08-09,27.3,22.1,32.5
239,세종,2021-08-10,26.5,23,32
239,세종,2021-08-11,26.6,22.1,32.7
239,세종,2021-08-12,26,22.5,32.2
239,세종,2021-08-13,25.8,22.2,29
239,세종,2021-08-14,25.3,22,28.8
239,세종,2021-08-15,26.5,21.9,31.7
239,세종,2021-08-16,26,21.8,30.2
239,세종,2021-08-17,24.9,21.2,29.9
239,세종,2021-08-18,24,20,29.9
239,세종,2021-08-19,24.2,20.4,29.4
239,세종,2021-08-20,25.2,20.2,31.5
239,세종,2021-08-21,23.9,22,28.7
239,세종,2021-08-22,24.7,21.9,29.1
239,세종,2021-08-23,21.9,20.9,23.2
239,세종,2021-08-24,23.9,21.1,27.6
239,세종,2021-08-25,22.6,21,24.3
239,세종,2021-08-26,24.7,21.4,28.7
239,세종,2021-08-27,21.4,19.6,24.3
239,세종,2021-08-28,22,19.3,25.2
239,세종,2021-08-29,21.7,18.6,26.6
239,세종,2021-08-30,22.2,19.6,24.9
239,세종,2021-08-31,22.6,20.4,26.3
239,세종,2021-09-01,23.1,21.2,25
239,세종,2021-09-02,22.9,20.7,25.9
239,세종,2021-09-03,23.2,19,27.7
239,세종,2021-09-04,22.8,18,27.8
239,세종,2021-09-05,21.7,18.2,24.5
239,세종,2021-09-06,20.5,18,23.5
239,세종,2021-09-07,20.6,18.2,24.2
239,세종,2021-09-08,21.8,18.6,26.9
239,세종,2021-09-09,21.6,16.9,28
239,세종,2021-09-10,22.5,19,28
239,세종,2021-09-11,22.9,18.5,29.4
239,세종,2021-09-12,22.8,18.8,28.8
239,세종,2021-09-13,23.7,20.8,27.9
239,세종,2021-09-14,22.4,19.3,25.7
239,세종,2021-09-15,22.9,17.9,28.3
239,세종,2021-09-16,22.3,17,26.4
239,세종,2021-09-17,19.9,17.9,22.7
239,세종,2021-09-18,21.8,15.9,28
239,세종,2021-09-19,22.3,18,27.9
239,세종,2021-09-20,23,17.9,27.4
239,세종,2021-09-21,22.1,20,26
239,세종,2021-09-22,21.4,17.1,27.2
239,세종,2021-09-23,19.9,15,25.5
239,세종,2021-09-24,20.6,14.4,26.6
239,세종,2021-09-25,20.8,17.2,24.2
239,세종,2021-09-26,21,16.9,25.2
239,세종,2021-09-27,21.6,18.2,26.7
239,세종,2021-09-28,21.1,19.7,25.1
239,세종,2021-09-29,21,19.2,23.1
239,세종,2021-09-30,21,17.4,27.3
239,세종,2021-10-01,20.6,16.4,27.2
239,세종,2021-10-02,20.3,15.2,26.8
239,세종,2021-10-03,21.6,15.9,29.8
239,세종,2021-10-04,22.5,17.6,28.7
239,세종,2021-10-05,22.9,19,28.6
239,세종,2021-10-06,22,18.4,27.3
239,세종,2021-10-07,19.6,18,22.2
239,세종,2021-10-08,19.9,18,22.1
239,세종,2021-10-09,22.5,19.2,27.6
239,세종,2021-10-10,22,16.8,28.3
239,세종,2021-10-11,15.3,12.2,18
239,세종,2021-10-12,16.5,15.3,17.3
239,세종,2021-10-13,19.4,15.8,24.4
239,세종,2021-10-14,19.3,15.3,25.4
239,세종,2021-10-15,18,15.7,21.8
239,세종,2021-10-16,11.4,4.9,17.2
239,세종,2021-10-17,5.6,1.2,12.2
239,세종,2021-10-18,8.6,.7,16.5
239,세종,2021-10-19,9.9,4.9,15.3
239,세종,2021-10-20,8.4,1.3,15.4
239,세종,2021-10-21,8.8,3.8,15.8
239,세종,2021-10-22,9.1,1,16.7
239,세종,2021-10-23,10.1,3.9,18.6
239,세종,2021-10-24,10.1,4.1,17.7
239,세종,2021-10-25,10.2,5.1,17.6
239,세종,2021-10-26,10.9,4.8,19.1
239,세종,2021-10-27,12.1,6.4,19.2
239,세종,2021-10-28,10.9,3.9,19
239,세종,2021-10-29,13.2,7.3,19.2
239,세종,2021-10-30,12,8.9,17.6
239,세종,2021-10-31,12.3,6.9,19.8
239,세종,2021-11-01,12.5,7.8,18.6
239,세종,2021-11-02,10.9,7.3,17
239,세종,2021-11-03,10.5,4.3,17.5
239,세종,2021-11-04,12.4,7.7,19
239,세종,2021-11-05,11.7,7.3,18.6
239,세종,2021-11-06,13.3,7.1,20.1
239,세종,2021-11-07,15,7.9,20.9
239,세종,2021-11-08,9.6,5.2,15.5
239,세종,2021-11-09,6.8,4.9,11.9
239,세종,2021-11-10,5.2,2.6,7.8
239,세종,2021-11-11,6,2.7,10.1
239,세종,2021-11-12,5.1,2.3,8.4
239,세종,2021-11-13,6.6,.3,13.6
239,세종,2021-11-14,10.1,3.7,17.3
239,세종,2021-11-15,9.3,2.7,16.7
239,세종,2021-11-16,7.9,2.9,15.6
239,세종,2021-11-17,7.6,1.5,14.6
239,세종,2021-11-18,9.7,2.8,16.4
239,세종,2021-11-19,11.7,6.9,17.5
239,세종,2021-11-20,10.9,7.5,16.6
239,세종,2021-11-21,10.2,6.1,15
239,세종,2021-11-22,4.3,1,12.3
239,세종,2021-11-23,1.2,-1.7,3.4
239,세종,2021-11-24,5.1,-1.5,12.2
239,세종,2021-11-25,7.3,2.2,14.2
239,세종,2021-11-26,4.6,-.6,11
239,세종,2021-11-27,3.5,-.7,9.8
239,세종,2021-11-28,4.7,-2.4,13.4
239,세종,2021-11-29,6,-1.1,12.8
239,세종,2021-11-30,6,2.8,9.7
239,세종,2021-12-01,.4,-3.4,3.3
239,세종,2021-12-02,2,-4.3,6.6
239,세종,2021-12-03,3.6,.6,8
239,세종,2021-12-04,-.3,-3.6,2.6
239,세종,2021-12-05,1.7,-3,8.5
239,세종,2021-12-06,4.4,-1.4,11.7
239,세종,2021-12-07,5.5,.3,12.1
239,세종,2021-12-08,5.5,-.3,12.6
239,세종,2021-12-09,5.5,.3,10.8
239,세종,2021-12-10,6.4,3.8,9.3
239,세종,2021-12-11,6.5,3.8,10.3
239,세종,2021-12-12,3.1,-2.8,7.6
239,세종,2021-12-13,-2.1,-5.6,2.8
239,세종,2021-12-14,2.5,-4.6,7.4
239,세종,2021-12-15,7.2,4.1,11.6
239,세종,2021-12-16,5.7,2.7,10.4
239,세종,2021-12-17,-3.1,-9,5.9
239,세종,2021-12-18,-4.5,-11.7,1.1
239,세종,2021-12-19,.9,-2.7,5
239,세종,2021-12-20,6.1,-1.4,10.7
239,세종,2021-12-21,6.3,1.3,12.8
239,세종,2021-12-22,2.4,-2.4,9.3
239,세종,2021-12-23,2.2,-3.7,8.8
239,세종,2021-12-24,.8,-3.5,6.6
239,세종,2021-12-25,-8.1,-10.9,-3.5
239,세종,2021-12-26,-9.9,-14,-5.1
239,세종,2021-12-27,-5.3,-13,0
239,세종,2021-12-28,-2,-4.6,1.3
239,세종,2021-12-29,1.5,-2.9,7.4
239,세종,2021-12-30,-1.6,-4.3,2.2
239,세종,2021-12-31,-5.1,-8.6,-.8
